,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,cluster_agg,cluster_knn,id,names
167,0.851,0.683,-6.918,0.213,0.0351,0.000887,0.301,0.779,114.882,187556,0,3,7H3cuCPaX9WHZXQ0Q9RlxH,Popular (Sped Up) (with Playboi Carti & Madonna)
168,0.647,0.633,-6.946,0.0531,0.0188,0.0,0.215,0.23,155.954,160000,0,0,5WODIX9TtDrmD9oAFFoxkG,Popa
169,0.783,0.85,-6.214,0.0958,0.0444,0.0967,0.43,0.523,122.989,143700,0,3,0aMjR2rFm2DoRmQuXSfGOl,POPSTAR
170,0.535,0.951,-5.859,0.0373,0.0174,9.61e-06,0.345,0.444,120.72,304080,0,2,5Klo65Y9uouLjNVDV3pqh7,Go West - 2003 Remaster
171,0.786,0.612,-6.964,0.188,0.0775,2.06e-05,0.138,0.702,83.138,258418,0,3,2fTe41iso7GyCLuRu3UmJh,Popular (Slowed) (with Playboi Carti & Madonna)
172,0.757,0.843,-5.408,0.104,0.00565,0.0161,0.17,0.821,125.983,139183,0,3,25owlYCoM7EiKwlixXBaB8,Pop Some Tags
173,0.665,0.626,-15.674,0.919,0.946,0.0,0.424,0.507,99.935,40244,0,1,3ZRmQVhSRbAOfHPTyYpgDO,PopUp StartUp
174,0.904,0.723,-5.224,0.26,0.0631,0.0,0.185,0.835,145.013,227478,0,3,2MbdDtCv5LUVjYy9RuGTgC,"WHATS POPPIN (feat. DaBaby, Tory Lanez & Lil Wayne) - Remix"
175,0.526,0.0187,-24.688,0.0995,0.994,0.956,0.0893,0.396,146.862,98000,0,1,7amwRp4KIwmjbfGYpRzqjl,Pop! Goes the Weasel
176,0.652,0.84,-2.877,0.0263,0.000123,0.000582,0.361,0.495,109.996,148377,0,3,1VikIHUhVtGjHnrv8W1vQP,Pop a Pill
177,0.671,0.718,-6.335,0.118,0.538,0.0,0.196,0.792,133.975,191667,0,3,7B0k8YTfKzj9BGVaLYXtub,POPO
178,0.697,0.808,-4.522,0.156,0.372,0.0,0.635,0.42,129.846,224341,0,0,2Y24EyaUQki0Yln5a31NFD,Eine Minute
179,0.774,0.513,-5.024,0.0778,0.907,0.0,0.11,0.324,91.03,108132,0,1,42er1na9BHF1ERol51wg8M,Imperfections (Interlude)
180,0.843,0.565,-8.453,0.0394,0.0528,0.098,0.0996,0.3,116.013,235763,0,2,6WYRMJqj9wpYmIdSfHQuEO,This Love
181,0.619,0.638,-5.754,0.0906,0.297,1.41e-06,0.44,0.36,141.967,186985,0,0,6vFEvkXOnOTUMgPHxogIRK,Twingo
182,0.969,0.734,-4.076,0.135,0.448,0.0332,0.0718,0.674,129.965,143156,0,3,0Mr8coHqvqMOJIdgAyM3Od,Pop Ikona
183,0.691,0.596,-7.951,0.0389,0.00356,0.0145,0.0917,0.31,89.948,161385,0,2,7lSHMvxmXOZ0Um2bBR3vlv,POP OUT
184,0.532,0.624,-4.743,0.0539,1.85e-05,0.0,0.207,0.1,76.489,100421,0,2,2pC3bWbbDBGkn1l6Zpytvc,popstar
185,0.729,0.795,-4.579,0.144,0.354,0.0,0.536,0.856,146.747,176880,0,0,5zd9TgduWbfFXwgnm3K3Rz,Poppin' My Collar (feat. Project Pat)
186,0.469,0.862,-6.4,0.0424,0.00172,0.000104,0.095,0.228,145.052,261565,0,2,60G5rZ6LGNcKQKbXz38arf,Pop! (Cherri's Assault)
187,0.575,0.446,-7.802,0.0296,0.247,0.00567,0.137,0.259,68.985,262540,0,2,3ApAsbQP7d5GlFwwdExaTY,Poplar St
188,0.619,0.589,-6.531,0.124,0.43,0.000392,0.378,0.158,143.896,174960,0,0,5CFJRZRq6sdKKtRwNPWbYv,Show Out (with Skepta & Pop Smoke)
189,0.961,0.489,-9.901,0.128,0.0737,0.0,0.366,0.577,106.961,156233,0,3,3Fvyabi22FlOquk9Yr35ab,Popu
190,0.683,0.798,-5.923,0.3,0.463,0.0,0.264,0.751,145.124,160560,0,0,5eJpwQyirY5EEdNadHKRAM,Mannequin (feat. Lil Tjay)
191,0.93,0.578,-5.672,0.12,0.0406,4.76e-06,0.103,0.674,110.016,139636,0,3,5ff8pevLDd4UVNfPWC2Fxm,Pop Outside
192,0.49,0.942,-11.983,0.0764,0.0179,0.0688,0.318,0.965,168.335,208384,0,0,0i5T0QT4JqbSUoob9RGXqB,Poppippo
193,0.68,0.607,-5.523,0.222,0.264,1.39e-05,0.354,0.506,141.992,118800,0,0,2ZRdQMMKtmPLdYp9aP5cK5,Hawk Em
194,0.368,0.334,-6.875,0.0312,0.312,0.0,0.085,0.113,140.058,283714,0,2,2eW6dRMcZt7LIluGzicM9H,Last Resort - Reimagined
195,0.744,0.958,-2.025,0.0431,0.114,0.594,0.169,0.711,128.023,183791,0,3,45oNCKw6HlOzhC0kKWqF23,Popcorn
196,0.773,0.813,-4.609,0.0797,0.0331,3.77e-05,0.192,0.707,127.93,199387,0,3,2MGRnjJc7C0z3EOEWRqcMw,Love Is Gone - Fred Riester & Joachim Garraud Radio Edit Remix
197,0.886,0.769,-5.124,0.104,0.0674,1e-05,0.169,0.864,106.989,215293,0,3,3wW6J1F9wPtMzvBlY6xgwS,Pop Ya Collar
198,0.641,0.891,-4.427,0.0468,0.00042,0.000196,0.114,0.383,92.476,173838,0,2,3AUMiJI6rDcz3iQcTf3dH7,Pop/Stars Vs Megalovania
199,0.816,0.513,-8.363,0.244,0.0145,0.000102,0.14,0.17,96.981,296011,0,2,6MO2bfLHKykUgCChFdw91H,"Slide (Remix) (feat. Pop Smoke, A Boogie Wit da Hoodie & Chris Brown) (feat. Pop Smoke)"
200,0.567,0.976,-3.866,0.263,0.00052,0.00265,0.114,0.349,193.973,222360,0,0,4A2vjMnkAWgPVqwl3Xc7pu,Bubble Pop Electric
201,0.355,0.29,-8.182,0.0338,0.881,0.00374,0.106,0.0859,168.345,238653,0,2,6IyY7st5UooM84lDO3odza,Popcorn Salé
202,0.613,0.672,-11.719,0.0367,0.164,0.00188,0.205,0.875,76.44,192333,0,3,6E8eWvcTBeH0AfsWnA6BcX,Popstar
203,0.502,0.358,-11.387,0.0443,0.248,0.0202,0.336,0.231,134.997,182600,0,2,0QudE5K5cdv4kDf3HuoZ5j,poptarts 1982
204,0.666,0.81,-4.574,0.0458,0.152,0.0,0.0613,0.811,99.023,200213,0,3,6AviHKu3ydzAePBmzEi62v,Popular Song
205,0.505,0.827,-7.188,0.0315,0.0333,2.73e-05,0.162,0.407,154.028,174550,0,0,5f0GaeQsivmo5gowLaZSH2,Popstar - yokimo Remix
206,0.743,0.174,-13.455,0.0577,0.87,0.672,0.076,0.0466,79.986,153292,0,1,2n4AwQls3F6atW1Av1sLIM,poppy
207,0.746,0.647,-6.673,0.106,0.0267,0.0,0.052,0.393,97.989,188964,0,2,54NBD72JXFXzrodbQBSzWh,Sunshine
208,0.674,0.687,-11.402,0.0295,0.775,0.151,0.145,0.546,100.002,254493,0,2,7lk9lrKH4y8PgkKTxawFoi,Popped the Top
209,0.767,0.419,-3.011,0.0369,0.00895,0.0,0.0521,0.547,122.963,265333,0,3,7vGRXiYWFk6NjUnsNjQJQd,Poppin' - Main
210,0.924,0.563,-7.899,0.0802,0.0879,0.0,0.103,0.872,117.06,210600,0,3,3gmn76fCtpDazGMnN0QMHX,NIGHT DANCER
211,0.676,0.693,-5.093,0.0441,0.736,1.02e-05,0.135,0.484,82.492,224004,0,2,4LTOtwBvBfUdkIY6xJGLzu,Regen
212,0.733,0.684,-4.748,0.177,0.142,0.0,0.178,0.437,142.038,165640,0,0,7rSnKi58HPIVC0FVyh04Q1,Shake The Room (feat. Quavo)
213,0.706,0.613,-7.441,0.12,0.26,7.44e-06,0.198,0.253,74.514,167187,0,2,1CrTglTTE9oIA4uYoImCYG,Poppin
214,0.583,0.764,-6.83,0.0934,0.185,0.883,0.115,0.231,114.964,121049,0,2,7HSwHs7GZUNILcHqkvFjDn,POP A PILL
215,0.244,0.985,-2.781,0.38,3.46e-05,0.0139,0.51,0.124,169.561,164696,0,0,6PXYOVPBzO3xojFhQAvmde,Suffocate (feat. Poppy)
216,0.82,0.775,-5.494,0.176,0.105,0.0,0.116,0.484,97.032,229864,0,3,6CMQh2ZsMzDLc5fYnCg1Up,Pop Shit (feat. Baby Grizzley)
217,0.636,0.781,-7.599,0.0377,0.0504,0.000237,0.456,0.302,127.982,234873,0,2,2CpJixMi6A00UWxzLiHh1Q,Over The Edge
218,0.644,0.929,-2.716,0.0291,0.0249,0.0,0.0258,0.875,108.052,204466,0,3,7iq1JegscHBmVCjfZTf3kj,Poplava
219,0.806,0.699,-5.791,0.291,0.508,0.0,0.106,0.459,94.616,172732,0,3,09AlhxXpzzoVVdCb4yZTfL,Poppy
220,0.836,0.613,-5.742,0.304,0.155,0.0,0.0905,0.458,132.121,178375,0,3,78LfBrxEieOyQ79Zw5hTlZ,POP SMOKE (feat. Fero47)
221,0.76,0.923,-4.295,0.0642,0.08,0.00275,0.272,0.909,87.001,143448,0,3,5CAmIYoqF6UWGmMfhh4epI,P.O.P.
222,0.863,0.621,-6.729,0.167,0.0112,0.000244,0.173,0.314,114.977,119476,0,3,4PGzoH4hL1vORGOTxHdWjB,ЗА ДЕНЬГИ ДА
223,0.741,0.963,-3.443,0.0517,0.0298,0.916,0.0857,0.747,134.991,192496,0,3,2s7CHkCAkTKVPhRWiPcOa6,Pop Rocks
224,0.735,0.769,-4.344,0.0539,0.413,0.0,0.306,0.733,96.993,223576,0,3,5WbiiDO1XA1oKlmsC2IhXJ,Popila
225,0.665,0.714,-7.948,0.228,0.366,0.0,0.388,0.412,168.012,171767,0,0,6YAgKfxxK7xXHpavOoQsmF,Popovitch
226,0.723,0.644,-6.863,0.222,0.00308,0.0,0.352,0.645,144.09,261027,0,0,6DbqCKweKwVkHgRv1CI53D,"Pop, Lock & Drop It - Video Edit"
227,0.815,0.76,-4.632,0.331,0.0242,0.0,0.203,0.729,81.537,183145,0,3,2TsD9kSbgYx5fSNRsoNURE,POP STAR (feat. Kevin Gates)
228,0.557,0.522,-13.492,0.357,0.0632,0.0,0.355,0.365,166.032,179618,0,0,5M5FbqhEDQuhFeKumZVTjj,Pop Out
229,0.764,0.676,-6.761,0.0927,0.389,0.0,0.215,0.461,97.02,197938,0,3,3NWrHCwvyII4fTx05PN3IO,Enjoy Yourself (feat. Karol G)
230,0.566,0.644,-7.442,0.0356,0.00892,0.0,0.116,0.233,149.987,180800,0,0,53738ey4V0czV2BrOqSkiT,Druggy Popstar
231,0.765,0.947,-4.14,0.162,0.00231,0.308,0.058,0.424,157.942,194434,0,0,1SKnUyObu5llfeLY4QdfBi,Poppin´ (Radio Edit)
232,0.644,0.84,-4.808,0.0418,0.162,0.0,0.0599,0.841,99.036,200613,0,3,0xFomAiFsu5qCnLM0hu0UR,Popular Song
233,0.772,0.423,-8.452,0.0562,0.00905,0.516,0.14,0.281,157.156,122187,0,0,2JH5P7TPQAlKDvBZAkMXDp,Pop like this Pt. 2 - Slowed
234,0.593,0.947,-4.721,0.415,0.0384,0.0067,0.252,0.739,183.475,146522,0,0,0Bb8Jmk0VRt481UEhVUtxs,Pop!
235,0.855,0.909,-4.603,0.116,0.0195,0.858,0.127,0.465,130.0,134769,0,2,4sY0Y3XZyEVJ7qPgLeacW7,Pop That
236,0.704,0.542,-6.277,0.0326,0.577,0.0,0.118,0.371,89.982,170670,0,2,0fj9oGrCKxVA4sXDxvbfiM,Backseat (feat. PnB Rock)
237,0.826,0.783,-5.63,0.176,0.08,0.0,0.118,0.503,97.001,229864,0,3,2E2xPjQag4baIAHASzeu9R,Pop Shit (feat. Baby Grizzley)
238,0.495,0.781,-6.223,0.0467,0.000126,0.0,0.58,0.256,144.1,174064,0,0,3LmetgUMrrp0ADYJ0Qlkg9,POP OUT
239,0.463,0.0997,-22.676,0.0554,0.995,0.949,0.0762,0.355,47.523,57250,0,1,48FoEJfFxO0fKDLVFjIt2f,Pop Goes the Weasel
240,0.688,0.61,-6.79,0.145,0.198,0.00154,0.114,0.196,88.995,151011,0,2,5xKXcU8tpSYz7C7wrMMYec,Hotel Lobby
241,0.711,0.228,-12.85,0.172,0.776,0.0,0.122,0.548,88.714,224387,0,1,5z46NBsndcpz5sdywfdqul,"Popular - From ""Wicked"" Original Broadway Cast Recording/2003"
242,0.565,0.569,-6.084,0.379,0.0352,8.81e-06,0.106,0.303,92.466,214825,0,2,3Ddny34bFoYBb8dIGq5lwp,Zoo York (feat. Fivio Foreign & Pop Smoke)
243,0.494,0.055,-26.809,0.0536,0.993,0.943,0.102,0.366,112.709,117160,0,1,1AibXNZT8pbhjnStJd63Fz,Papa Pop
244,0.922,0.552,-7.867,0.296,0.0848,3.58e-05,0.0667,0.577,99.972,156916,0,3,2TI0liLrhMbrXVW8zRvhfr,Pop on Rocks
245,0.83,0.516,-7.593,0.0401,0.155,0.0,0.161,0.444,98.492,138067,0,3,3xiRhCpS9kyTHlShS5RnVU,Pop Out (feat. Bankrol Hayden)
246,0.709,0.951,-4.084,0.0926,0.199,0.0,0.0817,0.774,100.058,175800,0,3,1ovirVCRbRPiDttcIxqWus,Pop Corn e patatine RMX
247,0.511,0.96,-3.214,0.395,0.00444,0.000121,0.133,0.307,175.076,216093,0,0,18EcR5oRBNKqKqX9qxpcKC,Censor (feat. Popcaan & IRAH)
248,0.904,0.723,-5.224,0.26,0.0631,0.0,0.185,0.835,145.013,227478,0,3,0ZLuW8uOXdFNWcI40C0OC2,"Whats Poppin (feat. DaBaby, Tory Lanez & Lil Wayne) [Remix] - Bonus Track"
249,0.636,0.828,-5.321,0.071,0.000423,0.206,0.374,0.297,102.52,274098,0,2,2WtFbotxC95UD2r1RzE036,V.A.N
250,0.824,0.619,-7.565,0.331,0.0202,8.5e-05,0.553,0.361,100.095,186650,0,3,4urfoihLOuB5EBMt73HscI,Popalik
251,0.636,0.828,-5.321,0.071,0.000423,0.206,0.374,0.297,102.52,274098,0,2,2WtFbotxC95UD2r1RzE036,V.A.N
252,0.649,0.264,-13.714,0.0616,0.83,0.0,0.103,0.536,139.721,203787,0,1,217lMAhuyxm8Smz7OeSiJ7,Popcorn and a Smoothie
253,0.831,0.715,-5.121,0.251,0.0354,0.0,0.273,0.443,135.98,200750,0,0,6mSJEqkgiBMtqZSXSMvb4s,Pop Out
254,0.535,0.963,-4.654,0.0966,0.000547,0.0,0.0525,0.489,125.019,180813,0,2,64WR5TPXZZ2wsWYA3enKfK,Popular
255,0.565,0.926,-4.77,0.0495,0.0169,0.124,0.0966,0.121,122.009,238033,0,2,0wYI9ob0NLlUJTkSC3a4yV,Drifting (SISTEK Remix)
256,0.605,0.868,-5.802,0.317,0.113,3.79e-05,0.305,0.517,147.937,158693,0,0,7mpoOB5YMpPnbllsALgSfr,Flexin'
257,0.603,0.953,-3.838,0.0382,0.0832,0.878,0.308,0.208,128.035,213750,0,2,71ZqkdjLkydf7b9QbCTzBN,Popcorn
258,0.534,0.93,-4.758,0.0275,0.051,0.864,0.11,0.457,127.993,224013,0,2,2KKxGRR5TFNdICGxLrzvqs,Poppiholla
259,0.777,0.88,-5.391,0.162,0.0873,0.0,0.284,0.641,102.021,194787,0,3,2xbyErkqbJPS9XxGL5G9oE,Popo-Klatscher
260,0.625,0.488,-8.624,0.0461,0.118,2.84e-05,0.115,0.381,159.991,160500,0,0,1mcgxXkPeUN9wXwEex3poW,POP/STARS
261,0.729,0.639,-10.402,0.0502,0.421,0.894,0.182,0.965,147.96,141533,0,3,5kMiD4j4XoHrsywGrMTgJm,Popcorn
262,0.693,0.969,-6.239,0.0672,0.0209,1.31e-05,0.374,0.633,128.247,212933,0,3,4QoNsQvKhWawAUydaG8tr9,Old Pop in an Oak
263,0.588,0.91,-3.427,0.072,0.000197,0.000665,0.0575,0.459,108.928,202910,0,2,7rQeehJRFCNTwqDffP8c5t,new way out
264,0.676,0.6,-8.943,0.0444,0.479,0.000271,0.313,0.639,99.998,188028,0,3,6XzL6Hxc8YhBqmwwNbLkHA,POPSTAR
265,0.179,0.955,-2.727,0.206,7.3e-05,0.00985,0.346,0.353,67.694,204540,0,2,27g7prKPpfUtaPOBjO1hQ1,they’re all around us
266,0.55,0.856,-6.829,0.037,0.0182,0.754,0.0731,0.0531,127.965,174375,0,2,5KEve04JRDnfszpMRuhxZG,Upside Down
267,0.817,0.731,-4.76,0.0857,0.0618,3.44e-05,0.182,0.701,99.001,207654,0,3,6GxoAM5ssUgmLFwWc7HxTI,Popular
268,0.524,0.536,-8.179,0.0579,0.498,0.431,0.239,0.801,160.496,133306,0,0,5kTsb9KtvABmjyUB8finkq,Poppy
269,0.751,0.744,-6.859,0.177,0.152,0.000568,0.252,0.634,148.014,171892,0,0,17vGPZ5EsdvtgAOCD4FLWI,AP - Music from the film Boogie
270,0.44,0.888,-5.774,0.0592,0.142,0.0,0.318,0.817,180.186,224307,0,0,55aE2SLsS7zrbmCSdUkCZa,Su lang mer noch am Lääve sin - Radio Version
271,0.66,0.529,-10.502,0.0762,0.0828,0.00144,0.099,0.318,96.009,196250,0,2,4nMiTtF7L3rttRFrfIfBME,Bi' Tek Ben Anlarım
272,0.702,0.652,-5.587,0.318,0.0608,2.21e-06,0.277,0.524,178.011,208000,0,0,58mtgcQVZ56NgWHKsN94nD,Come Over (feat. Popcaan)
273,0.498,0.889,-5.413,0.0544,0.0937,1.62e-06,0.734,0.696,134.882,283360,0,0,15BQ7vEDv2LJuh8TxWIhtd,The Passenger
274,0.834,0.571,-4.977,0.0615,0.64,0.0,0.053,0.916,109.937,85076,0,3,7JFE3QoZc0N0tzIhuaskZL,Pop Goes the Weasel
275,0.747,0.0476,-22.593,0.0937,0.993,0.964,0.0894,0.313,74.93,90143,0,1,1pzGYBHQi2CKbQCVk17AJx,Pop Goes the Weasel
276,0.739,0.616,-6.963,0.0338,0.252,1.93e-06,0.101,0.654,91.071,158466,0,3,5kkaSMcf4BFlhRRICCKZb6,Something Special
277,0.71,0.81,-7.292,0.0473,0.13,0.0,0.303,0.703,132.97,202105,0,3,6q7zvr9Xoqh7dnFG4LGUgm,Pop Star
278,0.594,0.946,-3.724,0.0548,3.92e-05,0.000455,0.0871,0.567,122.993,173693,0,3,1nhs8TBZu6vrHgib0qqgAL,Pop & Politik
279,0.747,0.823,-6.164,0.0532,0.193,0.0,0.46,0.922,119.379,202000,0,3,6HWrrMTNUkMaceY1pCG8XZ,Popcorn E Patatine
280,0.681,0.169,-18.818,0.0315,0.938,0.949,0.117,0.156,116.983,125506,0,1,3YoBZI28MriaeuLtspZ7Rd,Popsicles
281,0.915,0.876,-2.976,0.166,0.00299,0.586,0.133,0.674,110.021,181091,0,3,7a8MoJmwvr735ly5scmgJW,Pop Me
282,0.787,0.38,-11.183,0.288,0.0472,0.107,0.133,0.319,140.058,120335,0,0,1AyrA3desRYE5ofq7F7uJ9,Popeye
283,0.344,0.525,-7.14,0.0557,0.0724,0.16,0.0422,0.171,99.924,271328,0,2,18xSK8GSgnarxkkoGxDAob,Pop The Balloon
284,0.619,0.974,-7.039,0.0277,0.146,0.00162,0.132,0.701,131.963,214533,0,3,0IbTukfZdB91gclEXUQZkH,Around the World (La La La La La) - Radio Version
285,0.831,0.495,-8.684,0.418,0.321,0.0,0.108,0.386,121.964,129836,0,3,0R848ny5sEpVuR1tMXZNFr,КАК MOMMY
286,0.552,0.639,-7.243,0.0577,0.189,0.0,0.174,0.362,149.941,194101,0,0,5UnvUFZCL6jNBeEeBY5FhW,POP CORN (6 Novembre)
287,0.711,0.228,-12.85,0.172,0.776,0.0,0.122,0.548,88.714,224387,0,1,57Pk2GU0ABFYBbbcgYxqki,"Popular - From ""Wicked"" Original Broadway Cast Recording/2003"
288,0.734,0.892,-1.856,0.125,0.0648,0.0,0.58,0.605,138.031,303533,0,0,4GVD0FIBo08FSAy3tbIY7g,Pop That
289,0.83,0.54,-8.547,0.0441,0.0542,0.0,0.038,0.897,130.041,238847,0,3,4L9Dgw8nzjmSiymD83qyjq,popek pakistanskie disco
290,0.652,0.56,-14.541,0.0542,0.000252,0.89,0.11,0.584,154.977,175548,0,2,1phQ3LWHvPbxogFRDrJ22h,Slawische Popmusik
291,0.691,0.941,-2.797,0.132,0.0592,0.0,0.124,0.396,92.014,164368,0,2,0njo9ZlJryQzqo6LGkxJk4,Popstar
292,0.525,0.925,-4.137,0.0471,0.00217,0.811,0.297,0.367,128.031,168557,0,2,6h2vY2EyrAY2xO37SCeLaA,Popcorn
293,0.788,0.705,-10.558,0.255,0.41,0.908,0.105,0.112,89.047,191924,0,2,6UDWsYMH2MwgOxOS9sbnwC,Batismo
294,0.289,0.274,-16.574,0.0353,0.659,0.0166,0.109,0.167,119.997,203080,0,1,3liiZRlJxa8GeLUgWMoIeu,"Once Upon a Dream - From ""Maleficent"" / Pop Version"
295,0.607,0.76,-4.442,0.189,0.194,0.0,0.0768,0.586,141.946,221827,0,0,2hYN1IVp5LGIsi5MpzcjVz,War (feat. Lil Tjay) - Bonus
296,0.808,0.786,-3.842,0.0375,0.139,0.0,0.266,0.821,126.047,178293,0,3,7a86ARVnm366v2UY1z9Ak8,Poppy (Korean Ver.)
297,0.734,0.712,-6.217,0.201,0.391,0.0,0.103,0.674,140.369,165405,0,3,4CPcZHzSvIBM8AKhdHUwnL,Clueless (with Pop Smoke & Fivio Foreign)
298,0.53,0.682,-8.285,0.134,0.11,7.56e-05,0.289,0.279,140.358,196577,0,0,1pqG8egYsdWZiHSMT1QTaL,Pop (feat. Rico Nasty)
299,0.779,0.753,-3.877,0.218,0.0096,0.000106,0.233,0.447,163.982,130244,0,0,17defi9huco12gSQmc77j0,She Poppin
300,0.673,0.931,-6.369,0.0384,0.00032,0.764,0.118,0.039,126.01,189784,0,2,4b2rlKIqyLxpxoIaG7sZ5K,Save Me
301,0.808,0.688,-8.964,0.0493,0.115,0.0251,0.114,0.377,120.039,138036,0,3,2uNrriUaePhbbmsXT8HQJU,POPSTAR
302,0.461,0.873,-1.806,0.0359,0.0107,0.000646,0.279,0.098,86.976,204138,0,2,3ho2d1iFlzRwsCBQJ4QNGv,Where Do We Go (feat. Poppy Baskcomb)
303,0.903,0.218,-15.276,0.115,0.264,8.09e-06,0.136,0.173,114.033,126594,0,1,5cojeuxRNPvDBGrSwlUwqI,Popular
304,0.458,0.899,-4.715,0.0631,3.25e-05,4.1e-05,0.292,0.509,124.431,174347,0,0,6XCTCfFiEImMMmtHriItYg,Keine Popsongs!
305,0.936,0.339,-9.297,0.751,0.0825,0.0,0.211,0.273,105.165,120857,0,1,0OPcFAAo9LMO9xvu1L7JGD,Perc Popper
306,0.573,0.818,-5.437,0.0357,4.32e-05,6.39e-05,0.3,0.557,122.982,195754,0,0,0KnLqGI8QwIGDhf5HUvuNH,Poppin' Champagne - ATL's Version
307,0.857,0.601,-5.837,0.0782,0.00103,1.58e-05,0.149,0.279,147.076,218521,0,0,6vbafkvao6NErZDTjh2sYC,Poppin' Tags
308,0.887,0.441,-8.98,0.115,0.0514,0.00667,0.0338,0.715,129.908,126880,0,3,2sCl0FFOzZSmYZs90zOpd1,Cups (Pitch Perfect’s “When I’m Gone”) - Pop Version
309,0.912,0.673,-8.91,0.109,0.0995,0.0,0.103,0.123,120.157,228160,0,2,25G8NNFBnjXgWCGtyPa1Ax,Pop The Trunk
310,0.568,0.646,-4.369,0.219,0.231,0.0,0.12,0.24,143.869,212658,0,0,3QqJ44HiM84iyZS0G2IKIP,Paranoia (feat. Gunna & Young Thug)
311,0.705,0.373,-9.066,0.0384,0.723,0.81,0.289,0.551,120.046,208026,0,1,2mlGPkAx4kwF8Df0GlScsC,Buttercup
312,0.703,0.976,-7.258,0.0407,0.00297,0.893,0.101,0.745,152.019,298951,0,2,2aJokCGEQoDb5vRkd2IIs5,POPCORN 2K23
313,0.933,0.539,-7.652,0.106,0.318,0.0,0.154,0.399,111.961,210307,0,3,0fotWs4R5dPWw7YnJEtRw0,Pop The Glock
314,0.355,0.29,-8.182,0.0338,0.881,0.00374,0.106,0.0859,168.345,238653,0,2,4MpqiN2moRQR2t0DO43MZH,Popcorn Salé
315,0.73,0.608,-6.417,0.295,0.301,0.0,0.207,0.753,84.555,249840,0,3,17larILaMHwsprsMFnYI77,Big Poppa - 2005 Remaster
316,0.819,0.709,-5.351,0.0382,0.314,0.0,0.13,0.638,126.001,179867,0,3,2gpwaAJnSDTevgZa4uyM0H,POPPY - Japanese Ver.
317,0.459,0.944,-3.843,0.0835,0.00191,0.0,0.048,0.515,166.059,238554,0,0,5Qzm7l6EuxXcQtwqvKyxir,Popular Monster
318,0.742,0.93,-4.332,0.0365,0.00393,0.126,0.0975,0.597,128.026,265796,0,3,7C8qH7v1ApqgoIVqGCzbQo,Popsicle
319,0.696,0.447,-6.755,0.0709,0.648,7.04e-06,0.0782,0.367,130.179,264289,0,2,0y6dXsDFNzlGZjb3kQvRAe,Warten
320,0.634,0.556,-9.959,0.473,0.399,0.0,0.156,0.575,69.041,146991,0,1,5e3E0LdMpP3JgfHJn7NUAc,Popular Loner
321,0.548,0.857,-6.83,0.0369,0.0187,0.749,0.0731,0.0532,127.967,174375,0,2,2UDycsru4dEa1UFmyIvKYU,Upside Down (feat. Poppy Baskcomb)
322,0.662,0.686,-8.302,0.332,0.251,5.59e-06,0.349,0.678,143.971,215000,0,0,2UwALqx6yOsXTFt7zRxnts,Tell The Vision (feat. Kanye West & Pusha T)
323,0.822,0.969,-11.471,0.0582,0.259,0.000153,0.39,0.765,128.007,283748,0,3,5QRAfvKPyQpwt897Jc0glg,Blue (Da Ba Dee) - Gabry Ponte Ice Pop Radio
324,0.794,0.717,-5.73,0.251,0.0511,0.0,0.195,0.372,141.881,202816,0,0,3eV2WT9YhfzkxbufnBF8wK,Creature (feat. Swae Lee)
325,0.795,0.905,-1.275,0.0713,0.162,3.18e-06,0.0795,0.748,95.972,154213,0,3,5LWazXYOx5t8R5EPFuROfL,Poppin Out (Mistakes)
326,0.549,0.822,-4.385,0.163,0.0282,0.0,0.139,0.193,165.025,230182,0,0,3o8K15YflB3Q5oxBNCELYW,Popular Monster
327,0.8,0.564,-5.817,0.4,0.0287,1.65e-06,0.112,0.318,139.989,150857,0,0,7sjFIZ1g5QLJLGja3k592K,44 BullDog
328,0.549,0.773,-3.287,0.178,0.266,0.0,0.0989,0.413,196.021,200592,0,0,1svXgJMHCJsQzy5pzBl9Nl,Alé (feat. Capo Plaza)
329,0.649,0.645,-6.155,0.195,0.635,0.0,0.437,0.581,165.039,140852,0,0,36GUSE8IKXBNrpqi788WHJ,Popular Monster
330,0.702,0.754,-8.936,0.356,0.273,2.8e-06,0.109,0.503,150.085,115644,0,0,2Nw99fYLWVTNyCfkoQ1icR,Poppa Perry
331,0.713,0.746,-7.751,0.0733,0.00987,2.22e-05,0.429,0.753,108.898,196455,0,3,1QmjnW6yGxrMB98NhJeTOO,popular - sped up
332,0.743,0.847,-5.698,0.0694,0.0179,0.0,0.101,0.345,111.941,146250,0,2,1TEOk7DJAMfE3uadgJgTZ8,Pop Off (feat. Lost Boy)
333,0.816,0.526,-8.241,0.29,0.022,7.05e-05,0.0881,0.385,142.991,121080,0,0,4kdKKsPHWsyNrvFsZrcg52,Meet the Woo
334,0.713,0.605,-7.487,0.107,0.497,3.46e-06,0.115,0.432,142.025,175756,0,0,6O7fPYTsb2mY0PiFt2ymDB,Aim For The Moon (feat. Quavo)
335,0.581,0.476,-6.493,0.189,0.476,5.66e-06,0.495,0.103,141.823,175775,0,0,6mPZVis3gEGSSR2rhxlehT,Merci Beaucoup
336,0.894,0.748,-6.277,0.236,0.123,1.33e-05,0.0834,0.6,95.961,145364,0,3,51AB4JlD8OP9ZPFvHVs8Fh,Popel
