,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,cluster_agg,cluster_knn,id,names
508,0.484,0.678,-9.616,0.0331,0.608,0.00996,0.128,0.895,134.649,709756,2,2,7cIyH8y7A7QdSNm8XQqfKJ,Popurri 01: La Vecina / Guayabo Zarandiao / El Gabancito / Tu Alma Y La Mia / Tierra Negra / De Moda Que Si / Mi Sombrero
509,0.869,0.609,-9.037,0.0909,0.0773,0.0139,0.0967,0.616,119.997,136072,0,3,6x8yR6bVkvmYRdqSbxdxKF,Pop Dat
510,0.708,0.721,-5.96,0.231,0.171,4.57e-05,0.407,0.653,160.061,159787,0,0,5qEzURrIp2mJbfgBXNnQeD,Pops
511,0.707,0.763,-10.648,0.0339,0.46,0.0,0.248,0.838,119.592,218800,0,3,2VteN3AhnwD0hXNZIf32Hz,Popular Girl
512,0.541,0.739,-11.57,0.883,0.766,0.0,0.623,0.597,69.841,113733,0,1,3O3azWFMSxyLjG6eIMnSom,012 - Popstar in Not - Teil 02
513,0.707,0.746,-7.59,0.315,0.129,0.0,0.575,0.758,92.407,98710,0,3,5JnfZUiS7GdCLrr8Qem6Gs,Pop Ya Shit
514,0.67,0.365,-10.435,0.0407,0.0591,0.881,0.0999,0.0563,149.947,128000,0,2,5fxX1ozdLMr4BHX8n5nLnx,Pop Crush
515,0.768,0.743,-6.123,0.151,0.124,0.0,0.309,0.807,149.005,176191,0,3,3JnaRKReO6TFGEdhggFWZG,Feel the POP
516,0.691,0.0295,-24.689,0.0538,0.995,0.952,0.139,0.449,78.024,57692,0,1,7gWgCSUBP2dDCt3viFCggG,Pop Goes the Weasel
517,0.61,0.431,-6.73,0.294,0.03,0.0,0.099,0.463,136.878,215973,0,0,5lrOsw7J8R7shum7A4j36t,Pop Champagne (feat. Juelz Santana) - Explicit Album Version
518,0.768,0.699,-5.175,0.0487,0.263,5.04e-05,0.126,0.893,138.983,188502,0,3,6C2xaC4vv2eRwLqcy564vw,popstar
519,0.808,0.805,-5.735,0.105,0.0402,2.31e-05,0.0793,0.935,123.983,174194,0,3,2om4xYPsBeNr5WiIIfpqAT,Pop To It
520,0.488,0.853,-4.097,0.075,0.0555,0.0,0.277,0.23,169.888,231205,0,0,4TjBCWOL6jU8QWrUl5403S,Popular Monster
521,0.634,0.556,-9.959,0.473,0.399,0.0,0.156,0.575,69.041,146991,0,1,5Xi0Jn1VRoKQ4GN4NjFSyF,Popular Loner
522,0.657,0.597,-9.919,0.168,0.12,0.0,0.477,0.486,89.606,213622,0,2,2fHFLyzAQYlguX5q0DfKlD,I Know There's Gonna Be (Good Times)
523,0.581,0.816,-5.399,0.354,0.177,1.23e-05,0.415,0.8,141.84,230387,0,0,5R9k9x85lAYbamdUoKAJvj,Dior (with Gunna) - Remix
524,0.755,0.904,-5.526,0.0596,0.0259,0.0,0.0934,0.716,126.003,142857,0,3,30ZJ5IAhFjJb6O9kqPkCwl,Pop That Booty
525,0.672,0.837,-4.881,0.0421,0.00175,0.0,0.0553,0.976,139.962,129645,0,3,6z0UypM5E2mX96zSO9qkg4,Popshop!
526,0.798,0.779,-4.651,0.0668,0.00255,0.079,0.0797,0.755,114.004,244748,0,3,6rGIDJCZK6insoRwKjwsUp,Popcorn Funk
527,0.493,0.567,-12.746,0.312,0.349,0.0,0.109,0.787,129.844,112692,0,0,2JqrN4vEuPjcSzQLCL8TCM,Pop Shit / Xtra
528,0.208,0.943,-6.803,0.121,0.000239,0.27,0.0594,0.13,169.633,273023,0,2,7nintSHPcKjyFkNH79PFd5,Poppy
529,0.332,0.221,-10.883,0.0331,0.613,0.000367,0.065,0.0897,118.652,250360,0,2,6HRyN9Arw5Do02rguIvtzd,Popelka A Jurášek - Příjezd Královského Průvodu - Motiv I.
530,0.843,0.668,-6.673,0.0321,0.00761,0.0205,0.142,0.688,112.989,234760,0,3,1AZ2RtwYAr2enSPHHgvFSj,Pop Muzak
531,0.497,0.844,-6.392,0.118,0.000728,0.000111,0.111,0.386,158.305,121346,0,0,1pTnsqaaWLUqbK6JWG7Kfk,poppin' bottles
532,0.954,0.828,-7.593,0.207,0.0139,0.0459,0.129,0.74,128.045,217500,0,3,2QRGNzgsQVSHCKA3TqH23N,Pop That
533,0.882,0.86,-3.466,0.138,0.0822,0.0,0.196,0.954,134.956,146750,0,3,7IfFTjdxHvD5stqi7tPFDR,Suze u klubu
534,0.711,0.765,-4.85,0.263,0.297,0.0,0.282,0.47,98.627,150587,0,3,1LpjlPR8Gv52B04UQNLZAw,Finest Girl (Bin Laden Song)
535,0.669,0.754,-7.536,0.115,0.0409,0.0,0.12,0.839,154.273,136867,0,0,0PMEqFcWnJmlQM2ndlIFlj,Popcorn
536,0.412,0.926,-6.357,0.0317,7.21e-05,0.647,0.636,0.206,144.023,138014,0,2,6oSMQcJKowPVrvNOq8OlFu,POP OUT
537,0.655,0.567,-12.586,0.131,0.628,0.428,0.0639,0.268,78.013,172308,0,1,3pCPt1EQq92K0U7TzEwk8e,poppy
538,0.887,0.572,-5.838,0.127,0.229,0.0,0.0764,0.706,140.03,64547,0,3,0a8EGtC7rANxO6sHx088Kr,Pop Smoke
539,0.61,0.611,-5.982,0.407,0.399,0.0,0.203,0.555,120.462,190840,0,0,7knEYd7b0UcbjgChHX7QBq,Like Me (with PnB Rock)
540,0.628,0.581,-8.377,0.188,0.46,0.0,0.152,0.259,145.396,120828,0,0,2wzionesqIt3x5Sglb4n91,More Time
541,0.621,0.958,-2.669,0.138,0.212,0.278,0.163,0.651,81.022,157160,0,3,07RwqVjHUZIdgvxQa1R85j,Pop Goes The Weapon
542,0.756,0.586,-5.038,0.148,0.0393,1.82e-05,0.138,0.564,150.02,213602,0,0,6sMFlKl1Av8INyLtFU4Byy,Pop It
543,0.791,0.795,-4.792,0.146,0.319,0.186,0.0864,0.776,108.003,155277,0,3,3qzSfoByowr6tDfd08b0T0,She Feelin Nice (feat. Jamie Foxx)
544,0.475,0.904,-6.592,0.0485,0.0272,2.16e-06,0.133,0.6,84.528,233880,0,2,1zUkcBJHnaISdcghHbwOdO,Sinoć Sam Pola Kafane Popio
545,0.677,0.733,-6.099,0.137,0.514,0.0,0.11,0.637,96.079,222500,0,3,5TOS7olqw7drGlQ5kevpjr,Popolari
546,0.503,0.963,-4.694,0.217,0.00406,0.0,0.0664,0.543,152.524,184933,0,0,0kyQpwnXEPeOUtAsWXrwMd,"Pop Shuvit (Hall of Meat, Duh)"
547,0.569,0.00681,-33.279,0.0598,0.986,0.968,0.113,0.255,66.878,97500,0,1,6w4b8ujLuTl41m0jRyp2CI,"Tuppence A Bag (From ""Mary Poppins"")"
548,0.74,0.702,-5.147,0.202,0.0779,0.0052,0.143,0.667,162.391,151654,0,0,39ZcxjdNaffoPzBMenS9nq,POPTHATRUNK - slowed + reverb
549,0.628,0.945,-4.81,0.0407,0.00302,0.00195,0.372,0.965,128.011,229520,0,3,2jMBfQpqT76M1iMiXgNZZ3,Warum hast Du nicht nein gesagt - Pop Mix
550,0.588,0.749,-7.621,0.035,0.0264,0.0,0.139,0.248,129.959,208027,0,2,5bJ3imTI0ErWNsFWEgi5F8,Baby When the Light (feat. Cozi)
551,0.764,0.466,-9.786,0.0902,0.42,0.914,0.0931,0.221,94.005,197560,0,2,6YShNhG2emvYQeh5nSMpiX,Banda
552,0.719,0.347,-14.707,0.065,0.058,0.00126,0.12,0.961,123.396,260600,0,3,449DFUJKZlzSO684XlVjEn,Psycho Killer
553,0.814,0.267,-19.915,0.0472,0.788,0.89,0.111,0.97,130.021,133695,0,1,322ZRYBGi6pFPI60JaHFJ1,Wherever
554,0.641,0.581,-9.157,0.493,0.588,0.0,0.0887,0.555,125.153,184320,0,0,7Eb5AWWwaTIJnxhjsAGN92,One Pop
555,0.489,0.938,-1.68,0.112,0.00503,0.0104,0.297,0.462,175.136,234926,0,0,25IVGKTT6Z1XkShh18wWw0,Popular - Friction Remix
556,0.705,0.646,-10.688,0.0995,0.154,0.735,0.104,0.405,119.907,144000,0,2,56ZocM6iVKVK3KqVNPeyPX,Pop the Bottles
557,0.716,0.718,-8.215,0.201,0.159,0.00037,0.105,0.682,110.878,160144,0,3,3wVXizHKFu4l0OaaDg5HN6,POPO 030
558,0.743,0.663,-4.857,0.269,0.209,0.0,0.088,0.76,144.012,153333,0,3,2CqZzDCqHSOgHi5JB8Lrox,Mama nemoj pitati
559,0.694,0.589,-7.309,0.12,0.365,0.0,0.111,0.728,100.041,184800,0,3,2e1mzGPBHmdtZR3RRknaXz,Demeanor (feat. Dua Lipa)
560,0.0748,0.041,-18.582,0.0405,0.924,0.948,0.089,0.426,82.531,311560,0,1,3T6hC2yWf0fsUxM7uWXkDn,Pop 1
561,0.793,0.639,-6.476,0.226,0.414,0.0,0.132,0.596,142.988,269249,0,3,5rIjbX7rQMj8Gh9Oxd4Vrc,Light It Up (feat. Pop Smoke)
562,0.313,0.362,-13.225,0.033,0.447,0.000153,0.262,0.264,199.653,145243,0,0,2CxXqVDtLzXMiB5yxAmsId,POPSICLE
563,0.917,0.734,-5.682,0.195,0.0399,6.7e-05,0.136,0.325,130.068,144000,0,3,5AHiKsJv1EQKbyhhS3ErsI,Popcorn
564,0.717,0.474,-8.383,0.403,0.0509,0.0,0.139,0.448,123.906,185804,0,0,0bjgQ24UZGwKikldIyEOgf,Yea Yea
565,0.765,0.671,-5.249,0.278,0.344,0.0,0.0506,0.798,84.5,249867,0,3,4sGylyGhQaOzhi77fLrMmP,Big Poppa
566,0.816,0.488,-8.11,0.15,0.378,0.0,0.146,0.0951,96.968,146466,0,2,0dKHmYipI2u8a0yu9mIwhz,POP OUT
567,0.985,0.437,-11.004,0.0712,0.212,5.24e-05,0.116,0.585,118.079,138715,0,3,0WOnTxy6mBHAo5fXkT4ccS,"POP, LOCK & DROPDEAD"
568,0.44,0.987,-3.491,0.084,0.0508,0.000693,0.98,0.639,149.954,180627,0,0,5HjrxJ1kQd8CEWjaVgwSlp,ぽっぴっぽー -MIKUNOPOLIS in LOS ANGELES Live-
569,0.7,0.716,-6.623,0.261,0.175,0.0,0.1,0.675,81.966,178507,0,3,1Wc5JRF2Q5Een2q3n9zOi5,Popel
570,0.657,0.138,-13.305,0.0574,0.825,0.0,0.0906,0.369,103.19,189000,0,1,1uCIy3lNt9xxmrDob096Ew,"Higgelty, Piggelty, Pop und Pu"
571,0.717,0.662,-7.82,0.0399,0.13,0.235,0.0967,0.781,150.117,110429,0,3,36oM5JoAjMKETn2M6yhBQi,POPSTAR - Sped Up
572,0.755,0.922,-6.036,0.0424,0.00189,0.907,0.397,0.234,133.005,390371,0,2,24AIRFL9poqbeiyLoc1c5E,Populate Mars
573,0.644,0.66,-4.941,0.0562,0.0253,2.93e-05,0.0857,0.172,139.905,154000,0,2,2JXyJTXl4Dlcs0a5yQg4rP,Pop Culture
574,0.914,0.572,-6.606,0.0359,0.12,0.0,0.0709,0.864,134.989,147556,0,3,1zKOagmkCtXuGmCivG8HZE,Icee Pop
575,0.941,0.792,-8.661,0.0349,0.0864,6.94e-05,0.18,0.97,110.795,296267,0,3,0LK162qYCykeg4rZXRvh0i,Pop Muzik
576,0.422,0.0219,-24.367,0.0357,0.983,0.946,0.0943,0.113,72.451,169000,0,1,2Mvwgj2nyClw03YlZTEsUP,Pop Goes the Weasel
577,0.831,0.864,-4.807,0.0538,0.0272,0.0,0.704,0.642,122.004,165507,0,3,7axcSEr6xYBPbCMRgcHZPw,Popstar
578,0.358,0.868,-4.596,0.0737,0.066,0.0,0.325,0.356,180.139,193500,0,0,5M1OSRePFJzlQCTJRKVGQQ,I Disagree
579,0.544,0.874,-10.823,0.909,0.658,0.0,0.689,0.583,92.766,109853,0,1,0iuHOWBHdJBMiyn1VFzyVi,012 - Popstar in Not - Teil 03
580,0.321,0.895,-4.172,0.267,0.0558,0.00314,0.0863,0.248,159.657,176228,0,0,336vTSxoACS82BJzwQ2Gfw,Popular Monster - NGHTMRE & Galantis Remix
581,0.774,0.518,-10.345,0.0757,0.219,0.882,0.108,0.893,147.995,124865,0,3,1naJIla0eGHOVZiw5FwR7G,Popsicle
582,0.64,0.786,-6.61,0.0325,0.00379,7.76e-05,0.095,0.675,122.018,218160,0,3,28REkuAtOPTvZpf9dQQnLf,Kein Problem - Pop Mix
583,0.835,0.428,-13.97,0.37,0.621,0.0,0.13,0.61,108.023,279933,0,1,454DinyN4ouKpOrtEIIYQU,Nevermind
584,0.615,0.717,-11.77,0.821,0.464,0.0,0.779,0.427,91.241,109800,0,1,13kNVfOLBHBBheIEe33n9b,012 - Popstar in Not - Teil 04
585,0.603,0.509,-13.463,0.922,0.478,0.0,0.641,0.335,82.179,110133,0,1,2XEbnAHDissTPdnuJ9cUch,012 - Popstar in Not - Teil 05
586,0.642,0.582,-14.441,0.86,0.487,0.0,0.409,0.64,78.663,112267,0,1,0zvUFiXdBQaARGNDMZCSuO,012 - Popstar in Not - Teil 06
587,0.476,0.805,-4.398,0.196,0.0594,9.01e-06,0.75,0.436,89.468,133125,0,0,3Yb3Z1HRrMrBh886cayujG,popstar (with angelus)
588,0.698,0.489,-14.372,0.499,0.326,0.0,0.51,0.639,110.849,108560,0,1,1nwK4pBB5eeY67QEMg7tuP,012 - Popstar in Not - Teil 07
589,0.688,0.647,-7.258,0.19,0.00815,1.65e-05,0.095,0.195,88.834,164580,0,2,2UYGC1AQpguCOBJRQUOeeU,Got It On Me
590,0.534,0.664,-12.835,0.528,0.66,0.0,0.743,0.618,101.708,113720,0,1,4qUgDtkgV9xlh5CnTiIMr3,012 - Popstar in Not - Teil 08
591,0.426,0.736,-4.746,0.066,0.42,0.0,0.21,0.31,69.297,125173,0,2,26CqCHDhGPFqaL9GdhuYNV,She Got A Thing
592,0.503,0.726,-10.99,0.385,0.15,0.0,0.544,0.703,104.597,109853,0,0,1JFDSgqR7Y123CMxDnu2Y8,012 - Popstar in Not - Teil 01
593,0.769,0.793,-6.758,0.0458,0.421,0.0,0.37,0.965,119.27,211000,0,3,614GgkSUvLGmWrXSU9PYvh,Popcorn e patatine
594,0.881,0.58,-6.464,0.0597,0.0801,0.000322,0.251,0.505,119.995,110000,0,3,2R54H7AJlO38QH8ygNDWi1,Popsicle
595,0.58,0.644,-5.258,0.318,0.0483,0.0,0.176,0.838,81.637,213384,0,3,2K8popS0Cgy4FCvZEhTtH1,Popular Kid
596,0.599,0.449,-14.174,0.765,0.411,0.0,0.318,0.54,90.188,112507,0,1,7dkFmJCxWqxlrWanYnzoLG,012 - Popstar in Not - Teil 09
597,0.628,0.413,-8.002,0.0508,0.757,2.64e-06,0.105,0.238,139.084,210330,0,2,30lMYksMuWFUB4uIdNGoxT,Schlaflied
598,0.59,0.617,-5.437,0.462,0.102,0.0011,0.112,0.241,76.817,224409,0,2,3HiWWZNEy0kLWJcxurTI9h,Popo
599,0.572,0.597,-12.821,0.757,0.619,0.0,0.715,0.568,95.049,111973,0,1,5Ci1T1RJqdoffBTSARQ6cZ,012 - Popstar in Not - Teil 10
600,0.623,0.481,-7.26,0.33,0.307,0.0,0.138,0.514,123.057,185066,0,0,6oBtzGQSirafwnRDNlloMl,My Type
601,0.541,0.578,-12.885,0.516,0.316,0.0,0.267,0.541,90.578,114133,0,1,2K5lKJEGI7kCr41sWpYFe5,012 - Popstar in Not - Teil 11
602,0.944,0.579,-4.961,0.191,0.0381,0.0,0.253,0.769,135.033,259346,0,3,2FhEj9lvEIaJihjFprRrGt,Snitching (feat. Quavo & Future)
603,0.631,0.802,-5.316,0.373,0.0886,0.0,0.103,0.772,101.803,183893,0,3,6LKeLk5IBQUb9eoXidchGQ,Clarks
604,0.686,0.687,-7.794,0.0555,0.00799,7.33e-05,0.0781,0.88,90.084,114380,0,3,5zhMMVw097YOSvT0oDGgDV,zombie pop
605,0.559,0.751,-12.305,0.603,0.257,0.0,0.528,0.352,97.906,108267,0,1,46PT2utCFH06SVbazBtOWQ,012 - Popstar in Not - Teil 12
606,0.697,0.941,-3.321,0.031,0.00714,0.000586,0.214,0.957,124.985,181698,0,3,7B3Sa8yXoIW0yR1XXC03I0,Popo von Paloma
607,0.906,0.551,-7.439,0.356,0.0879,0.0,0.0661,0.554,100.773,205547,0,3,04FXF9tLQvYzc9ZWnTpaA3,Get It Poppin' (feat. Nelly) - Serban Main 4/20/05
608,0.303,0.936,-7.387,0.32,0.0397,0.0,0.451,0.32,170.381,295627,0,0,5OW3z9IxVxSKwTjdXLtAru,Popstar - Live
609,0.579,0.692,-12.972,0.811,0.421,0.0,0.58,0.686,125.869,108227,0,1,2J2h4yjaeCOLXJCsbr59MK,012 - Popstar in Not - Teil 13
610,0.764,0.805,-6.47,0.118,0.268,6.29e-06,0.937,0.834,109.975,199187,0,3,1rdr5D1dSqbEmLa97l36NZ,POP SONG
611,0.716,0.586,-13.877,0.889,0.394,0.0,0.764,0.4,115.364,112187,0,1,3krslUWmq0el1Ml5diwKu1,012 - Popstar in Not - Teil 14
612,0.54,0.77,-3.981,0.389,0.194,2.74e-05,0.372,0.565,159.494,204000,0,0,4TgHt7vKCimpywaiKfl0uj,Make It Rain
613,0.846,0.683,-6.002,0.133,0.00435,0.0,0.104,0.496,154.923,213208,0,0,3dKFcLgl0omsQWaSYeffdz,Poppin (feat. Lil Pump & Smokepurpp)
614,0.84,0.817,-8.121,0.301,0.133,0.000245,0.0673,0.748,94.066,154932,0,3,11Z3uofpftMSozeqERmwsZ,gotto pop pills
615,0.654,0.52,-12.803,0.903,0.606,0.0,0.724,0.727,110.711,110040,0,1,2NARGu39R4079sn9hT0P3m,012 - Popstar in Not - Teil 15
616,0.645,0.88,-7.1,0.0684,0.000127,0.00801,0.133,0.198,142.963,147692,0,0,2ILrIFqE1LMqBb9lZtfGHl,Popstar - SP4K Remix
617,0.714,0.75,-4.565,0.045,0.00982,0.000898,0.248,0.425,127.986,208641,0,2,4B8cJdFMifPPvmeewY4yiP,Pop Star - Chaeyoung Remix
618,0.262,0.92,-4.608,0.0775,0.00101,0.0,0.408,0.435,156.295,140794,0,0,7zoZhhcInLwcTNbhtUxpmr,Popmusik - Live in Düsseldorf 2018
619,0.465,0.593,-9.951,0.332,0.0756,0.000475,0.28,0.545,146.37,275700,0,0,0Y5mTPCPmetxQGqRVjFxoA,Popular Awakening
620,0.567,0.976,-3.866,0.263,0.00052,0.00265,0.114,0.349,193.973,222360,0,0,2bx879t8gUpxkQ0avl8xTf,Bubble Pop Electric
621,0.689,0.735,-4.407,0.0483,0.0148,0.00308,0.339,0.963,129.97,172154,0,3,6cStn8ifAT1MkQoDHPd6YP,LALALALA
622,0.624,0.628,-12.677,0.933,0.491,0.0,0.379,0.45,70.849,112533,0,1,6CliuFwIyNTji2V8x05tIl,012 - Popstar in Not - Teil 16
623,0.694,0.734,-5.652,0.293,0.123,0.0,0.268,0.629,142.919,127547,0,0,4lCSOu4tsSlljiQUlWJYVt,Invincible
624,0.567,0.341,-10.288,0.037,0.848,2.68e-06,0.34,0.237,74.967,208500,0,1,3CWnvlxkSWdE3obbheOCjs,Let Her Go
625,0.578,0.684,-5.908,0.191,0.107,0.0,0.49,0.595,106.743,228252,0,0,24YG5Z8Of1VHovrfXsbvCZ,30 (feat. Bizzy Banks)
626,0.599,0.716,-12.235,0.769,0.808,0.0,0.638,0.738,119.929,110227,0,1,5O8sThNVXP7G5CmmIUK8P3,012 - Popstar in Not - Teil 17
627,0.668,0.848,-5.559,0.035,0.00274,0.000678,0.356,0.894,80.19,227000,0,3,07VOo3PjCU2VXvnxvxT5w7,Pop ist tot
628,0.964,0.717,-7.392,0.198,0.0372,0.0,0.0844,0.842,125.022,103297,0,3,3fmIFoLI0jZXgzYj87It1I,Pop The Asshole
629,0.78,0.756,-10.094,0.0627,0.0396,4.62e-05,0.135,0.96,106.141,185867,0,3,1PzZzSouzEYQJ87sXJixcY,Poppa Joe
630,0.66,0.846,-5.252,0.124,0.113,0.0,0.0459,0.417,93.027,179800,0,2,04ooxb5lrV92RMpxK5mdJf,Airplanes
631,0.648,0.866,-6.201,0.0495,0.0117,0.62,0.0917,0.136,131.99,192273,0,2,3hxESOoUq0tc9NrI3yfKaE,Keep On Pushing
632,0.577,0.591,-6.7,0.242,0.121,0.00108,0.07,0.642,108.82,162253,0,3,21rpfAvdK99sKm1LGETyag,Personal (feat. Popcaan)
633,0.683,0.791,-12.086,0.522,0.647,0.0,0.381,0.331,108.841,110760,0,1,3gnhrjbUcWnojg7hbs02xT,012 - Popstar in Not - Teil 18
634,0.258,0.279,-15.896,0.0613,0.954,0.907,0.114,0.0345,168.148,65681,0,1,2osMu8c4ahjQGQ7gsRQw8I,L'autre Valse D'amélie
635,0.622,0.703,-12.726,0.602,0.493,0.0,0.178,0.475,119.56,112760,0,1,7176g3cvDK7PaUEQSQ230J,012 - Popstar in Not - Teil 19
636,0.778,0.619,-6.651,0.289,0.116,0.0,0.403,0.252,130.138,166154,0,0,1i0Wf9NG9KmyFcl1eKtPvm,POP SMOKE
637,0.795,0.551,-9.238,0.0657,0.00741,0.0,0.259,0.642,99.917,241400,0,3,41Vs28E6Es3QdxIRqDnBv1,Doo Wop (That Thing)
638,0.57,0.73,-12.958,0.514,0.543,0.0,0.697,0.663,117.805,108973,0,1,3j8kWM6ruaCKwr83ooBj2Z,012 - Popstar in Not - Teil 20
639,0.897,0.794,-4.642,0.0571,0.0464,0.0816,0.0482,0.569,130.01,164400,0,3,4F8xzq2XQ82zMBypnQ3gvB,Clap Snap
640,0.914,0.729,-6.035,0.234,0.00355,0.0,0.25,0.883,149.981,151267,0,3,2gsMh0vWUbcTWrrOZooacg,Pop My Shit
641,0.791,0.724,-11.769,0.107,0.0825,0.846,0.104,0.342,125.014,132480,0,2,1C65XqTsu8a6JbxV7j6sT9,Popcorn Machine
642,0.722,0.823,-3.916,0.081,0.297,0.0,0.489,0.858,148.23,175613,0,0,2AVFYpSAn0TVVrxkpr5yEe,Poppin' My Collar (feat. Project Pat)
643,0.603,0.65,-13.375,0.824,0.692,0.0,0.815,0.692,131.114,111707,0,1,4VsqrFSCvNJNj3Rcnnj8X3,012 - Popstar in Not - Teil 21
644,0.479,0.744,-15.271,0.0352,0.499,0.845,0.155,0.714,119.463,591093,3,2,6tjzp1mCVaTeK5ZFAye3Ou,Pop 4
645,0.66,0.641,-9.749,0.137,2.82e-05,2.45e-05,0.14,0.226,144.062,95000,0,0,4524oei7gjxLx0pdTlxLFV,Pop out
646,0.811,0.734,-6.328,0.0477,0.0587,0.816,0.371,0.792,120.005,158407,0,3,5ZDi8dwhcw6y4OWKy3JqHk,Popcorn Mind
647,0.648,0.774,-4.195,0.507,0.401,0.0,0.47,0.683,78.408,175726,0,3,0Z90cRkNAH6yrFzdcsLjVg,Frieden mit der Stadt
648,0.718,0.66,-7.39,0.325,0.363,0.0,0.159,0.659,142.879,132587,0,0,2SxR5RitJdsG6wINvJLBSD,Tunnel Vision (Outro)
649,0.489,0.948,-3.974,0.0456,3.07e-05,0.711,0.138,0.544,107.974,198552,0,2,3L91vznzaMk9wZ4Z5wIMUF,Let The Chaos Reign
650,0.626,0.563,-6.832,0.0336,0.622,0.594,0.113,0.523,144.983,197213,0,2,5TifXTSAZRbHtB2iMrpkuC,Pop porno
651,0.693,0.444,-10.58,0.0312,0.259,0.0,0.349,0.781,118.077,185333,0,3,0R8YkUopqrgLgR6WDowjYb,Pop a Top
652,0.675,0.686,-7.927,0.0542,0.3,0.0,0.108,0.359,92.027,203747,0,2,3DmjHN1btW4dRtgwm7FdO2,Magnifico (feat. Francesca Michielin)
653,0.842,0.868,-6.241,0.0635,0.00105,0.268,0.392,0.642,125.011,178560,0,3,0FivldhIlhJzhbG1E7dbFn,Pop That
654,0.68,0.649,-6.751,0.266,0.0574,0.0,0.159,0.689,94.83,149684,0,3,3jGkAgjo3IwwcCsuUptm0W,Pop Sermon
655,0.698,0.742,-4.736,0.046,0.156,0.884,0.118,0.445,140.013,234947,0,2,6QjS3NDQuL6qtJfH4Hikmn,Popcorn
656,0.618,0.571,-13.163,0.55,0.202,0.0,0.169,0.442,91.304,112480,0,1,2Rs8JNwsM2GaXLQ08P3HpZ,012 - Popstar in Not - Teil 23
657,0.685,0.338,-13.325,0.207,0.912,0.445,0.098,0.479,81.854,129146,0,1,5kzxxWesEvYkhzmfA0pd3U,Soda Pop
658,0.725,0.632,-7.528,0.245,0.193,0.0,0.0892,0.278,89.983,212653,0,2,0ZXnvhsJv92PxMcwWNtDmA,Popatrz w lustro
659,0.446,0.894,-5.525,0.429,0.0676,0.000174,0.1,0.156,86.177,182599,0,2,5SVnsTqXBHhHYLSwULC2nv,BLOODMONEY
660,0.71,0.929,-3.33,0.122,0.053,4.85e-06,0.282,0.767,94.028,186220,0,3,0Im84bX7LT7FLt8reDr9ck,I'm Poppy
661,0.804,0.514,-10.05,0.148,0.0863,0.0,0.12,0.387,93.07,165161,0,3,6rkZ5afYzYeg2QBYrQ6HHR,Thug Popstar
662,0.733,0.904,-3.403,0.111,0.325,0.0,0.547,0.872,140.063,135548,0,3,6eD341aHznP8g6R9kvxIxm,Poplava
663,0.634,0.613,-13.037,0.657,0.43,0.0,0.362,0.626,63.357,111973,0,1,46N9bRH2DAmAdjfoClApOw,012 - Popstar in Not - Teil 22
664,0.671,0.655,-5.799,0.0828,0.073,0.0,0.137,0.854,168.959,104160,0,0,2Oven96RcByoKZrcEkuwjA,POPSTAR
665,0.774,0.687,-4.812,0.067,0.243,0.0,0.3,0.829,125.07,117022,0,3,6pCesx8BBK7A6wevRbTVfk,RELAX AFTER WORK WITH A DRINK
666,0.554,0.533,-6.682,0.0265,0.721,0.0,0.359,0.275,159.875,254625,0,0,4UT2wF1kfyC5l0KVikOkmJ,Poprowadź mnie
667,0.588,0.929,-3.555,0.0637,0.0248,0.0,0.0447,0.874,138.95,188823,0,3,4REZIin9q6UtIgir3TVuD3,Pop Off!
668,0.862,0.826,-5.455,0.12,0.0398,6.16e-05,0.145,0.676,119.975,160000,0,3,7jdOjDce8AyiQYwloerF4l,"Haos, Lom"
669,0.37,0.432,-8.278,0.0332,0.874,0.862,0.297,0.189,63.333,97040,0,1,2XB73U6wXAKn7oPnnjgf25,Popelka Prchá Z Plesu - Motiv II.
670,0.656,0.964,-1.422,0.0631,9.53e-05,0.732,0.22,0.159,174.07,278624,0,2,2PjbjnSgTHHBHD41gNOTKc,Pop Dat (VIP)
671,0.546,0.45,-13.108,0.482,0.456,0.0,0.119,0.279,77.972,109853,0,1,2E3TgBx9uEJfgfiy962jwY,012 - Popstar in Not - Teil 26
672,0.434,0.826,-4.45,0.055,0.000281,0.0,0.0747,0.564,148.011,235312,0,0,52qABfUmP2dRLaAOMLWPdZ,Popstar
673,0.627,0.828,-7.458,0.405,0.0724,0.000365,0.275,0.636,89.709,147017,0,3,0mZE6US7Npuan6byx5CaKq,Pop Off
674,0.582,0.88,-3.219,0.0601,0.0165,0.0,0.389,0.521,123.013,199987,0,0,3aCRrvADMjFjZq1x8dWD0t,Poppin' Champagne
675,0.637,0.697,-9.289,0.0362,0.724,0.901,0.0926,0.924,81.431,196178,0,3,5V4goswXdOdTd3HWgmqgJs,Pop-Jazz Structures
676,0.762,0.896,-4.435,0.0413,0.028,0.0,0.102,0.952,126.055,196053,0,3,15SbTUq7qpJQa5ddr4LluQ,PoP! Goes My Heart
677,0.779,0.657,-7.165,0.144,0.435,9.44e-06,0.298,0.364,141.616,182880,0,0,7wttMlE6un70hfwymwniYl,Brother Man
678,0.684,0.362,-16.079,0.0489,0.0246,0.0,0.383,0.631,109.987,89558,0,3,7gRKfF5UbT4Jg2HNLVcWqw,BREAKING FREE!
