danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,id,duration_ms,names
0.619,0.589,-6.531,0.124,0.43,0.000392,0.378,0.158,143.896,5CFJRZRq6sdKKtRwNPWbYv,174960,Show Out (with Skepta & Pop Smoke)
0.93,0.578,-5.672,0.12,0.0406,4.76e-06,0.103,0.674,110.016,5ff8pevLDd4UVNfPWC2Fxm,139636,Pop Outside
0.683,0.798,-5.923,0.3,0.463,0.0,0.264,0.751,145.124,5eJpwQyirY5EEdNadHKRAM,160560,Mannequin (feat. Lil Tjay)
0.368,0.334,-6.875,0.0312,0.312,0.0,0.085,0.113,140.058,2eW6dRMcZt7LIluGzicM9H,283714,Last Resort - Reimagined
0.68,0.607,-5.523,0.222,0.264,1.39e-05,0.354,0.506,141.992,2ZRdQMMKtmPLdYp9aP5cK5,118800,Hawk Em
0.49,0.942,-11.983,0.0764,0.0179,0.0688,0.318,0.965,168.335,0i5T0QT4JqbSUoob9RGXqB,208384,Poppippo
0.744,0.958,-2.025,0.0431,0.114,0.594,0.169,0.711,128.023,45oNCKw6HlOzhC0kKWqF23,183791,Popcorn
0.773,0.813,-4.609,0.0797,0.0331,3.77e-05,0.192,0.707,127.93,2MGRnjJc7C0z3EOEWRqcMw,199387,Love Is Gone - Fred Riester & Joachim Garraud Radio Edit Remix
0.886,0.769,-5.124,0.104,0.0674,1e-05,0.169,0.864,106.989,3wW6J1F9wPtMzvBlY6xgwS,215293,Pop Ya Collar
0.641,0.891,-4.427,0.0468,0.00042,0.000196,0.114,0.383,92.476,3AUMiJI6rDcz3iQcTf3dH7,173838,Pop/Stars Vs Megalovania
0.816,0.513,-8.363,0.244,0.0145,0.000102,0.14,0.17,96.981,6MO2bfLHKykUgCChFdw91H,296011,"Slide (Remix) (feat. Pop Smoke, A Boogie Wit da Hoodie & Chris Brown) (feat. Pop Smoke)"
0.567,0.976,-3.866,0.263,0.00052,0.00265,0.114,0.349,193.973,4A2vjMnkAWgPVqwl3Xc7pu,222360,Bubble Pop Electric
0.613,0.672,-11.719,0.0367,0.164,0.00188,0.205,0.875,76.44,6E8eWvcTBeH0AfsWnA6BcX,192333,Popstar
0.666,0.81,-4.574,0.0458,0.152,0.0,0.0613,0.811,99.023,6AviHKu3ydzAePBmzEi62v,200213,Popular Song
0.505,0.827,-7.188,0.0315,0.0333,2.73e-05,0.162,0.407,154.028,5f0GaeQsivmo5gowLaZSH2,174550,Popstar - yokimo Remix
0.502,0.358,-11.387,0.0443,0.248,0.0202,0.336,0.231,134.997,0QudE5K5cdv4kDf3HuoZ5j,182600,poptarts 1982
0.355,0.29,-8.182,0.0338,0.881,0.00374,0.106,0.0859,168.345,6IyY7st5UooM84lDO3odza,238653,Popcorn Salé
0.746,0.647,-6.673,0.106,0.0267,0.0,0.052,0.393,97.989,54NBD72JXFXzrodbQBSzWh,188964,Sunshine
0.743,0.174,-13.455,0.0577,0.87,0.672,0.076,0.0466,79.986,2n4AwQls3F6atW1Av1sLIM,153292,poppy
0.674,0.687,-11.402,0.0295,0.775,0.151,0.145,0.546,100.002,7lk9lrKH4y8PgkKTxawFoi,254493,Popped the Top
0.767,0.419,-3.011,0.0369,0.00895,0.0,0.0521,0.547,122.963,7vGRXiYWFk6NjUnsNjQJQd,265333,Poppin' - Main
0.676,0.693,-5.093,0.0441,0.736,1.02e-05,0.135,0.484,82.492,4LTOtwBvBfUdkIY6xJGLzu,224004,Regen
0.733,0.684,-4.748,0.177,0.142,0.0,0.178,0.437,142.038,7rSnKi58HPIVC0FVyh04Q1,165640,Shake The Room (feat. Quavo)
0.924,0.563,-7.899,0.0802,0.0879,0.0,0.103,0.872,117.06,3gmn76fCtpDazGMnN0QMHX,210600,NIGHT DANCER
0.244,0.985,-2.781,0.38,3.46e-05,0.0139,0.51,0.124,169.561,6PXYOVPBzO3xojFhQAvmde,164696,Suffocate (feat. Poppy)
0.583,0.764,-6.83,0.0934,0.185,0.883,0.115,0.231,114.964,7HSwHs7GZUNILcHqkvFjDn,121049,POP A PILL
0.644,0.929,-2.716,0.0291,0.0249,0.0,0.0258,0.875,108.052,7iq1JegscHBmVCjfZTf3kj,204466,Poplava
0.76,0.923,-4.295,0.0642,0.08,0.00275,0.272,0.909,87.001,5CAmIYoqF6UWGmMfhh4epI,143448,P.O.P.
0.836,0.613,-5.742,0.304,0.155,0.0,0.0905,0.458,132.121,78LfBrxEieOyQ79Zw5hTlZ,178375,POP SMOKE (feat. Fero47)
0.706,0.613,-7.441,0.12,0.26,7.44e-06,0.198,0.253,74.514,1CrTglTTE9oIA4uYoImCYG,167187,Poppin
0.806,0.699,-5.791,0.291,0.508,0.0,0.106,0.459,94.616,09AlhxXpzzoVVdCb4yZTfL,172732,Poppy
0.636,0.781,-7.599,0.0377,0.0504,0.000237,0.456,0.302,127.982,2CpJixMi6A00UWxzLiHh1Q,234873,Over The Edge
0.863,0.621,-6.729,0.167,0.0112,0.000244,0.173,0.314,114.977,4PGzoH4hL1vORGOTxHdWjB,119476,ЗА ДЕНЬГИ ДА
0.741,0.963,-3.443,0.0517,0.0298,0.916,0.0857,0.747,134.991,2s7CHkCAkTKVPhRWiPcOa6,192496,Pop Rocks
0.665,0.714,-7.948,0.228,0.366,0.0,0.388,0.412,168.012,6YAgKfxxK7xXHpavOoQsmF,171767,Popovitch
0.735,0.769,-4.344,0.0539,0.413,0.0,0.306,0.733,96.993,5WbiiDO1XA1oKlmsC2IhXJ,223576,Popila
0.723,0.644,-6.863,0.222,0.00308,0.0,0.352,0.645,144.09,6DbqCKweKwVkHgRv1CI53D,261027,"Pop, Lock & Drop It - Video Edit"
0.566,0.644,-7.442,0.0356,0.00892,0.0,0.116,0.233,149.987,53738ey4V0czV2BrOqSkiT,180800,Druggy Popstar
0.815,0.76,-4.632,0.331,0.0242,0.0,0.203,0.729,81.537,2TsD9kSbgYx5fSNRsoNURE,183145,POP STAR (feat. Kevin Gates)
0.764,0.676,-6.761,0.0927,0.389,0.0,0.215,0.461,97.02,3NWrHCwvyII4fTx05PN3IO,197938,Enjoy Yourself (feat. Karol G)
0.765,0.947,-4.14,0.162,0.00231,0.308,0.058,0.424,157.942,1SKnUyObu5llfeLY4QdfBi,194434,Poppin´ (Radio Edit)
0.772,0.423,-8.452,0.0562,0.00905,0.516,0.14,0.281,157.156,2JH5P7TPQAlKDvBZAkMXDp,122187,Pop like this Pt. 2 - Slowed
0.557,0.522,-13.492,0.357,0.0632,0.0,0.355,0.365,166.032,5M5FbqhEDQuhFeKumZVTjj,179618,Pop Out
0.593,0.947,-4.721,0.415,0.0384,0.0067,0.252,0.739,183.475,0Bb8Jmk0VRt481UEhVUtxs,146522,Pop!
0.855,0.909,-4.603,0.116,0.0195,0.858,0.127,0.465,130.0,4sY0Y3XZyEVJ7qPgLeacW7,134769,Pop That
0.644,0.84,-4.808,0.0418,0.162,0.0,0.0599,0.841,99.036,0xFomAiFsu5qCnLM0hu0UR,200613,Popular Song
0.704,0.542,-6.277,0.0326,0.577,0.0,0.118,0.371,89.982,0fj9oGrCKxVA4sXDxvbfiM,170670,Backseat (feat. PnB Rock)
0.495,0.781,-6.223,0.0467,0.000126,0.0,0.58,0.256,144.1,3LmetgUMrrp0ADYJ0Qlkg9,174064,POP OUT
0.688,0.61,-6.79,0.145,0.198,0.00154,0.114,0.196,88.995,5xKXcU8tpSYz7C7wrMMYec,151011,Hotel Lobby
0.565,0.569,-6.084,0.379,0.0352,8.81e-06,0.106,0.303,92.466,3Ddny34bFoYBb8dIGq5lwp,214825,Zoo York (feat. Fivio Foreign & Pop Smoke)
0.711,0.228,-12.85,0.172,0.776,0.0,0.122,0.548,88.714,5z46NBsndcpz5sdywfdqul,224387,"Popular - From ""Wicked"" Original Broadway Cast Recording/2003"
0.463,0.0997,-22.676,0.0554,0.995,0.949,0.0762,0.355,47.523,48FoEJfFxO0fKDLVFjIt2f,57250,Pop Goes the Weasel
0.511,0.96,-3.214,0.395,0.00444,0.000121,0.133,0.307,175.076,18EcR5oRBNKqKqX9qxpcKC,216093,Censor (feat. Popcaan & IRAH)
0.922,0.552,-7.867,0.296,0.0848,3.58e-05,0.0667,0.577,99.972,2TI0liLrhMbrXVW8zRvhfr,156916,Pop on Rocks
0.83,0.516,-7.593,0.0401,0.155,0.0,0.161,0.444,98.492,3xiRhCpS9kyTHlShS5RnVU,138067,Pop Out (feat. Bankrol Hayden)
0.494,0.055,-26.809,0.0536,0.993,0.943,0.102,0.366,112.709,1AibXNZT8pbhjnStJd63Fz,117160,Papa Pop
0.904,0.723,-5.224,0.26,0.0631,0.0,0.185,0.835,145.013,0ZLuW8uOXdFNWcI40C0OC2,227478,"Whats Poppin (feat. DaBaby, Tory Lanez & Lil Wayne) [Remix] - Bonus Track"
0.709,0.951,-4.084,0.0926,0.199,0.0,0.0817,0.774,100.058,1ovirVCRbRPiDttcIxqWus,175800,Pop Corn e patatine RMX
0.896,0.493,-7.893,0.139,0.04,0.01,0.112,0.434,107.032,1WOMvLTxNyayalobISQKPA,196064,POP!
0.636,0.828,-5.321,0.071,0.000423,0.206,0.374,0.297,102.52,1M31zIMamohkItOjLaBbtx,274098,V.A.N
0.636,0.828,-5.321,0.071,0.000423,0.206,0.374,0.297,102.52,2WtFbotxC95UD2r1RzE036,274098,V.A.N
0.565,0.926,-4.77,0.0495,0.0169,0.124,0.0966,0.121,122.009,0wYI9ob0NLlUJTkSC3a4yV,238033,Drifting (SISTEK Remix)
0.649,0.264,-13.714,0.0616,0.83,0.0,0.103,0.536,139.721,217lMAhuyxm8Smz7OeSiJ7,203787,Popcorn and a Smoothie
0.831,0.715,-5.121,0.251,0.0354,0.0,0.273,0.443,135.98,6mSJEqkgiBMtqZSXSMvb4s,200750,Pop Out
0.605,0.868,-5.802,0.317,0.113,3.79e-05,0.305,0.517,147.937,7mpoOB5YMpPnbllsALgSfr,158693,Flexin'
0.603,0.953,-3.838,0.0382,0.0832,0.878,0.308,0.208,128.035,71ZqkdjLkydf7b9QbCTzBN,213750,Popcorn
0.535,0.963,-4.654,0.0966,0.000547,0.0,0.0525,0.489,125.019,64WR5TPXZZ2wsWYA3enKfK,180813,Popular
0.534,0.93,-4.758,0.0275,0.051,0.864,0.11,0.457,127.993,2KKxGRR5TFNdICGxLrzvqs,224013,Poppiholla
0.625,0.488,-8.624,0.0461,0.118,2.84e-05,0.115,0.381,159.991,1mcgxXkPeUN9wXwEex3poW,160500,POP/STARS
0.82,0.775,-5.494,0.176,0.105,0.0,0.116,0.484,97.032,6CMQh2ZsMzDLc5fYnCg1Up,229864,Pop Shit (feat. Baby Grizzley)
0.826,0.783,-5.63,0.176,0.08,0.0,0.118,0.503,97.001,2E2xPjQag4baIAHASzeu9R,229864,Pop Shit (feat. Baby Grizzley)
0.693,0.969,-6.239,0.0672,0.0209,1.31e-05,0.374,0.633,128.247,4QoNsQvKhWawAUydaG8tr9,212933,Old Pop in an Oak
0.676,0.6,-8.943,0.0444,0.479,0.000271,0.313,0.639,99.998,6XzL6Hxc8YhBqmwwNbLkHA,188028,POPSTAR
0.729,0.639,-10.402,0.0502,0.421,0.894,0.182,0.965,147.96,5kMiD4j4XoHrsywGrMTgJm,141533,Popcorn
0.588,0.91,-3.427,0.072,0.000197,0.000665,0.0575,0.459,108.928,7rQeehJRFCNTwqDffP8c5t,202910,new way out
0.777,0.88,-5.391,0.162,0.0873,0.0,0.284,0.641,102.021,2xbyErkqbJPS9XxGL5G9oE,194787,Popo-Klatscher
0.817,0.731,-4.76,0.0857,0.0618,3.44e-05,0.182,0.701,99.001,6GxoAM5ssUgmLFwWc7HxTI,207654,Popular
0.179,0.955,-2.727,0.206,7.3e-05,0.00985,0.346,0.353,67.694,27g7prKPpfUtaPOBjO1hQ1,204540,they’re all around us
0.55,0.856,-6.829,0.037,0.0182,0.754,0.0731,0.0531,127.965,5KEve04JRDnfszpMRuhxZG,174375,Upside Down
0.751,0.744,-6.859,0.177,0.152,0.000568,0.252,0.634,148.014,17vGPZ5EsdvtgAOCD4FLWI,171892,AP - Music from the film Boogie
0.524,0.536,-8.179,0.0579,0.498,0.431,0.239,0.801,160.496,5kTsb9KtvABmjyUB8finkq,133306,Poppy
0.44,0.888,-5.774,0.0592,0.142,0.0,0.318,0.817,180.186,55aE2SLsS7zrbmCSdUkCZa,224307,Su lang mer noch am Lääve sin - Radio Version
0.702,0.652,-5.587,0.318,0.0608,2.21e-06,0.277,0.524,178.011,58mtgcQVZ56NgWHKsN94nD,208000,Come Over (feat. Popcaan)
0.66,0.529,-10.502,0.0762,0.0828,0.00144,0.099,0.318,96.009,4nMiTtF7L3rttRFrfIfBME,196250,Bi' Tek Ben Anlarım
0.834,0.571,-4.977,0.0615,0.64,0.0,0.053,0.916,109.937,7JFE3QoZc0N0tzIhuaskZL,85076,Pop Goes the Weasel
0.747,0.0476,-22.593,0.0937,0.993,0.964,0.0894,0.313,74.93,1pzGYBHQi2CKbQCVk17AJx,90143,Pop Goes the Weasel
0.498,0.889,-5.413,0.0544,0.0937,1.62e-06,0.734,0.696,134.882,15BQ7vEDv2LJuh8TxWIhtd,283360,The Passenger
0.915,0.876,-2.976,0.166,0.00299,0.586,0.133,0.674,110.021,7a8MoJmwvr735ly5scmgJW,181091,Pop Me
0.739,0.616,-6.963,0.0338,0.252,1.93e-06,0.101,0.654,91.071,5kkaSMcf4BFlhRRICCKZb6,158466,Something Special
0.71,0.81,-7.292,0.0473,0.13,0.0,0.303,0.703,132.97,6q7zvr9Xoqh7dnFG4LGUgm,202105,Pop Star
0.594,0.946,-3.724,0.0548,3.92e-05,0.000455,0.0871,0.567,122.993,1nhs8TBZu6vrHgib0qqgAL,173693,Pop & Politik
0.747,0.823,-6.164,0.0532,0.193,0.0,0.46,0.922,119.379,6HWrrMTNUkMaceY1pCG8XZ,202000,Popcorn E Patatine
0.787,0.38,-11.183,0.288,0.0472,0.107,0.133,0.319,140.058,1AyrA3desRYE5ofq7F7uJ9,120335,Popeye
0.344,0.525,-7.14,0.0557,0.0724,0.16,0.0422,0.171,99.924,18xSK8GSgnarxkkoGxDAob,271328,Pop The Balloon
0.681,0.169,-18.818,0.0315,0.938,0.949,0.117,0.156,116.983,3YoBZI28MriaeuLtspZ7Rd,125506,Popsicles
0.619,0.974,-7.039,0.0277,0.146,0.00162,0.132,0.701,131.963,0IbTukfZdB91gclEXUQZkH,214533,Around the World (La La La La La) - Radio Version
0.831,0.495,-8.684,0.418,0.321,0.0,0.108,0.386,121.964,0R848ny5sEpVuR1tMXZNFr,129836,КАК MOMMY
0.711,0.228,-12.85,0.172,0.776,0.0,0.122,0.548,88.714,57Pk2GU0ABFYBbbcgYxqki,224387,"Popular - From ""Wicked"" Original Broadway Cast Recording/2003"
0.552,0.639,-7.243,0.0577,0.189,0.0,0.174,0.362,149.941,5UnvUFZCL6jNBeEeBY5FhW,194101,POP CORN (6 Novembre)
0.734,0.892,-1.856,0.125,0.0648,0.0,0.58,0.605,138.031,4GVD0FIBo08FSAy3tbIY7g,303533,Pop That
0.83,0.54,-8.547,0.0441,0.0542,0.0,0.038,0.897,130.041,4L9Dgw8nzjmSiymD83qyjq,238847,popek pakistanskie disco
0.691,0.941,-2.797,0.132,0.0592,0.0,0.124,0.396,92.014,0njo9ZlJryQzqo6LGkxJk4,164368,Popstar
0.525,0.925,-4.137,0.0471,0.00217,0.811,0.297,0.367,128.031,6h2vY2EyrAY2xO37SCeLaA,168557,Popcorn
0.652,0.56,-14.541,0.0542,0.000252,0.89,0.11,0.584,154.977,1phQ3LWHvPbxogFRDrJ22h,175548,Slawische Popmusik
0.779,0.753,-3.877,0.218,0.0096,0.000106,0.233,0.447,163.982,17defi9huco12gSQmc77j0,130244,She Poppin
0.607,0.76,-4.442,0.189,0.194,0.0,0.0768,0.586,141.946,2hYN1IVp5LGIsi5MpzcjVz,221827,War (feat. Lil Tjay) - Bonus
0.808,0.786,-3.842,0.0375,0.139,0.0,0.266,0.821,126.047,7a86ARVnm366v2UY1z9Ak8,178293,Poppy (Korean Ver.)
0.788,0.705,-10.558,0.255,0.41,0.908,0.105,0.112,89.047,6UDWsYMH2MwgOxOS9sbnwC,191924,Batismo
0.289,0.274,-16.574,0.0353,0.659,0.0166,0.109,0.167,119.997,3liiZRlJxa8GeLUgWMoIeu,203080,"Once Upon a Dream - From ""Maleficent"" / Pop Version"
0.734,0.712,-6.217,0.201,0.391,0.0,0.103,0.674,140.369,4CPcZHzSvIBM8AKhdHUwnL,165405,Clueless (with Pop Smoke & Fivio Foreign)
0.53,0.682,-8.285,0.134,0.11,7.56e-05,0.289,0.279,140.358,1pqG8egYsdWZiHSMT1QTaL,196577,Pop (feat. Rico Nasty)
0.673,0.931,-6.369,0.0384,0.00032,0.764,0.118,0.039,126.01,4b2rlKIqyLxpxoIaG7sZ5K,189784,Save Me
0.461,0.873,-1.806,0.0359,0.0107,0.000646,0.279,0.098,86.976,3ho2d1iFlzRwsCBQJ4QNGv,204138,Where Do We Go (feat. Poppy Baskcomb)
0.808,0.688,-8.964,0.0493,0.115,0.0251,0.114,0.377,120.039,2uNrriUaePhbbmsXT8HQJU,138036,POPSTAR
0.458,0.899,-4.715,0.0631,3.25e-05,4.1e-05,0.292,0.509,124.431,6XCTCfFiEImMMmtHriItYg,174347,Keine Popsongs!
0.903,0.218,-15.276,0.115,0.264,8.09e-06,0.136,0.173,114.033,5cojeuxRNPvDBGrSwlUwqI,126594,Popular
0.573,0.818,-5.437,0.0357,4.32e-05,6.39e-05,0.3,0.557,122.982,0KnLqGI8QwIGDhf5HUvuNH,195754,Poppin' Champagne - ATL's Version
0.857,0.601,-5.837,0.0782,0.00103,1.58e-05,0.149,0.279,147.076,6vbafkvao6NErZDTjh2sYC,218521,Poppin' Tags
0.936,0.339,-9.297,0.751,0.0825,0.0,0.211,0.273,105.165,0OPcFAAo9LMO9xvu1L7JGD,120857,Perc Popper
0.887,0.441,-8.98,0.115,0.0514,0.00667,0.0338,0.715,129.908,2sCl0FFOzZSmYZs90zOpd1,126880,Cups (Pitch Perfect’s “When I’m Gone”) - Pop Version
0.912,0.673,-8.91,0.109,0.0995,0.0,0.103,0.123,120.157,25G8NNFBnjXgWCGtyPa1Ax,228160,Pop The Trunk
0.568,0.646,-4.369,0.219,0.231,0.0,0.12,0.24,143.869,3QqJ44HiM84iyZS0G2IKIP,212658,Paranoia (feat. Gunna & Young Thug)
0.703,0.976,-7.258,0.0407,0.00297,0.893,0.101,0.745,152.019,2aJokCGEQoDb5vRkd2IIs5,298951,POPCORN 2K23
0.705,0.373,-9.066,0.0384,0.723,0.81,0.289,0.551,120.046,2mlGPkAx4kwF8Df0GlScsC,208026,Buttercup
0.933,0.539,-7.652,0.106,0.318,0.0,0.154,0.399,111.961,0fotWs4R5dPWw7YnJEtRw0,210307,Pop The Glock
0.73,0.608,-6.417,0.295,0.301,0.0,0.207,0.753,84.555,17larILaMHwsprsMFnYI77,249840,Big Poppa - 2005 Remaster
0.355,0.29,-8.182,0.0338,0.881,0.00374,0.106,0.0859,168.345,4MpqiN2moRQR2t0DO43MZH,238653,Popcorn Salé
0.459,0.944,-3.843,0.0835,0.00191,0.0,0.048,0.515,166.059,5Qzm7l6EuxXcQtwqvKyxir,238554,Popular Monster
0.696,0.447,-6.755,0.0709,0.648,7.04e-06,0.0782,0.367,130.179,0y6dXsDFNzlGZjb3kQvRAe,264289,Warten
0.634,0.556,-9.959,0.473,0.399,0.0,0.156,0.575,69.041,5e3E0LdMpP3JgfHJn7NUAc,146991,Popular Loner
0.548,0.857,-6.83,0.0369,0.0187,0.749,0.0731,0.0532,127.967,2UDycsru4dEa1UFmyIvKYU,174375,Upside Down (feat. Poppy Baskcomb)
0.742,0.93,-4.332,0.0365,0.00393,0.126,0.0975,0.597,128.026,7C8qH7v1ApqgoIVqGCzbQo,265796,Popsicle
0.819,0.709,-5.351,0.0382,0.314,0.0,0.13,0.638,126.001,2gpwaAJnSDTevgZa4uyM0H,179867,POPPY - Japanese Ver.
0.795,0.905,-1.275,0.0713,0.162,3.18e-06,0.0795,0.748,95.972,5LWazXYOx5t8R5EPFuROfL,154213,Poppin Out (Mistakes)
0.662,0.686,-8.302,0.332,0.251,5.59e-06,0.349,0.678,143.971,2UwALqx6yOsXTFt7zRxnts,215000,Tell The Vision (feat. Kanye West & Pusha T)
0.822,0.969,-11.471,0.0582,0.259,0.000153,0.39,0.765,128.007,5QRAfvKPyQpwt897Jc0glg,283748,Blue (Da Ba Dee) - Gabry Ponte Ice Pop Radio
0.794,0.717,-5.73,0.251,0.0511,0.0,0.195,0.372,141.881,3eV2WT9YhfzkxbufnBF8wK,202816,Creature (feat. Swae Lee)
0.549,0.822,-4.385,0.163,0.0282,0.0,0.139,0.193,165.025,3o8K15YflB3Q5oxBNCELYW,230182,Popular Monster
0.8,0.564,-5.817,0.4,0.0287,1.65e-06,0.112,0.318,139.989,7sjFIZ1g5QLJLGja3k592K,150857,44 BullDog
0.549,0.773,-3.287,0.178,0.266,0.0,0.0989,0.413,196.021,1svXgJMHCJsQzy5pzBl9Nl,200592,Alé (feat. Capo Plaza)
0.649,0.645,-6.155,0.195,0.635,0.0,0.437,0.581,165.039,36GUSE8IKXBNrpqi788WHJ,140852,Popular Monster
0.702,0.754,-8.936,0.356,0.273,2.8e-06,0.109,0.503,150.085,2Nw99fYLWVTNyCfkoQ1icR,115644,Poppa Perry
0.713,0.746,-7.751,0.0733,0.00987,2.22e-05,0.429,0.753,108.898,1QmjnW6yGxrMB98NhJeTOO,196455,popular - sped up
0.743,0.847,-5.698,0.0694,0.0179,0.0,0.101,0.345,111.941,1TEOk7DJAMfE3uadgJgTZ8,146250,Pop Off (feat. Lost Boy)
0.713,0.605,-7.487,0.107,0.497,3.46e-06,0.115,0.432,142.025,6O7fPYTsb2mY0PiFt2ymDB,175756,Aim For The Moon (feat. Quavo)
0.816,0.526,-8.241,0.29,0.022,7.05e-05,0.0881,0.385,142.991,4kdKKsPHWsyNrvFsZrcg52,121080,Meet the Woo
0.581,0.476,-6.493,0.189,0.476,5.66e-06,0.495,0.103,141.823,6mPZVis3gEGSSR2rhxlehT,175775,Merci Beaucoup
0.654,0.956,-2.853,0.19,0.00733,0.0187,0.313,0.222,102.506,3cMrcjXpcnufI8X16mB3Ah,265865,Pop That Pussy
0.894,0.748,-6.277,0.236,0.123,1.33e-05,0.0834,0.6,95.961,51AB4JlD8OP9ZPFvHVs8Fh,145364,Popel
0.368,0.569,-11.265,0.0491,0.152,0.883,0.0956,0.0539,90.043,3oYZkaAsoi7UqinSUcidnA,156267,popipo00
0.642,0.68,-7.945,0.0525,0.064,0.0318,0.0756,0.64,160.047,72oOVAyt2QyHSg7TezuI6G,236830,Popcorn (feat. Sylvie Kreusch)
0.551,0.777,-13.493,0.0466,0.0103,0.943,0.0932,0.948,149.966,3MqQn2wjVyIgXMJmCQ5g64,180933,Popipo
0.77,0.46,-11.215,0.291,0.162,5.54e-05,0.207,0.194,94.0,3wXu2fZFuYtLYy8z2nP6at,132876,Mary Poppins
0.502,0.833,-5.928,0.0314,4.99e-05,0.00811,0.153,0.713,123.952,4jFEq3IyKZzHjyvLA2mQrx,216787,Pop Seeds
0.722,0.451,-6.13,0.272,0.534,1.72e-05,0.111,0.735,91.94,7hTki3inf7NsQKT81ZWpci,178712,Pop Out (feat. ScHoolboy Q)
0.71,0.827,-4.338,0.329,0.0954,0.00102,0.286,0.555,143.104,2T1GbU75iGVtOhNUbZuNqk,241787,Scenario
0.853,0.533,-6.647,0.126,0.263,0.00406,0.134,0.306,123.066,67xIq4mJZ2idOruKuQNwGl,193320,pop ur shit
0.543,0.715,-3.084,0.0312,0.00844,0.0,0.361,0.068,143.125,4poDNGO0r2iFHwaKHj3ZmK,188179,Popular (w/ 9lives)
0.88,0.619,-7.476,0.0304,0.42,0.25,0.0929,0.961,114.011,1ABAAlwDD1HW3pGCA7ReUJ,263960,Pop's Cool Groove
0.737,0.593,-12.746,0.856,0.787,0.0,0.638,0.446,112.493,6isFtsdFd6yXqdi8BcXKY0,79951,Popzeitung
0.703,0.872,-3.488,0.151,0.0434,0.0,0.127,0.679,169.94,3GFUtNlMCLl9U0jGjhHSAv,158118,Ego
0.808,0.828,-4.384,0.205,0.0327,0.0,0.388,0.74,134.069,3FYD7fOMUdcpVpVYFmt3rL,217116,Popstars
0.827,0.69,-6.961,0.344,0.0336,0.0,0.258,0.479,129.877,5mrehP7tdcoTur4Db5aFKM,184680,POPSMOKE DANCE
0.714,0.546,-4.856,0.391,0.296,2.35e-06,0.519,0.907,168.007,4kihgTt5OLhLbj7NbPpnVa,172364,Die Hook
0.95,0.751,-3.603,0.163,0.0366,5.73e-05,0.0633,0.69,129.99,3sVyYDKJ5vhzn6ryEcaGHt,113738,Petit Fou Fou (feat. ANNA)
0.244,0.985,-2.781,0.38,3.46e-05,0.0139,0.51,0.124,169.561,1f9GowTtuwSkdJfKBk3VeU,164696,Suffocate (feat. Poppy)
0.676,0.934,-4.531,0.0388,0.0053,0.469,0.33,0.378,120.014,4ZViUGdyJxWu9tLH3wGzWh,174000,Popcorn - Bleisure Deep Remix
0.718,0.5,-8.195,0.368,0.00933,0.0337,0.15,0.0394,146.913,0gxIctWpV2oR6XvnNrR7rH,143684,Pop Star
0.419,0.831,-8.56,0.0796,0.0758,1.18e-05,0.105,0.0733,100.785,5YeKhMgxegy26epLJxnfGE,309480,Pop Thieves (Make It Feel Good)
0.761,0.892,-3.405,0.19,0.118,0.0,0.369,0.531,134.926,3xKEk8YipGVuUh6L3hPHQq,165599,Problema
0.839,0.619,-5.784,0.309,0.167,0.0,0.0909,0.473,132.125,6ramJSrfHrSxQcYOsG6E5i,178373,POP SMOKE
0.844,0.677,-6.216,0.158,0.0406,8.32e-05,0.407,0.841,98.995,36UEl3tAYgKAB7kTnO9XDn,215467,Popular (with Playboi Carti & Madonna)
0.706,0.98,-4.608,0.0762,0.0468,0.00193,0.124,0.48,140.996,3uQAiuHcgd1y7fSdpDLKe2,129942,Poppin'
0.886,0.893,-2.713,0.0612,0.116,0.0737,0.145,0.814,116.01,5FXn5JHL50tDPMITGun9zh,145272,Girls In Bikinis
0.912,0.589,-7.476,0.2,0.0332,0.0162,0.0795,0.486,135.921,4wNKxMbE3n1gRm4F6OaCP1,123549,Coupe
0.622,0.699,-8.539,0.0404,0.102,0.0,0.26,0.453,94.001,44UZWruF4P4uMZ10fd1eMK,171383,Al Aramızdan
0.646,0.923,-3.107,0.033,0.0282,0.0,0.159,0.838,108.06,5ZcmZ5tIfFrOMLHkCuwS8E,206473,Poplava
0.772,0.744,-5.108,0.244,0.0114,0.0,0.066,0.764,140.99,2IT0T0EqPaUxasjl2o8J2G,190680,Christopher Walking
0.821,0.586,-5.336,0.0477,0.18,0.0,0.0845,0.811,137.014,0Uzy6FHTYob2CbWisMz4Ap,193427,Poppin' Star
0.531,0.953,-5.204,0.215,0.0175,0.0,0.122,0.365,164.96,6k6UJaTkU5W6Ck1o8oNq6H,219091,Popular Monster
0.617,0.977,-7.028,0.0276,0.153,0.0016,0.133,0.679,131.965,7CvOnbFdnIoXMQ4eFCo5lB,214533,Around the World (La La La La La) - Radio Version
0.383,0.621,-5.878,0.113,0.0272,0.0,0.427,0.213,80.051,7l9CE3wmEGOUYw1j4ETjnL,181907,Saturnz Barz (feat. Popcaan)
0.713,0.781,-6.124,0.314,0.118,0.0,0.162,0.555,109.939,4Ns0akqQyXJWWm0r66H4z6,161302,Poppin'
0.794,0.569,-6.424,0.275,0.227,0.0,0.235,0.311,99.031,2ZlABhxMMa43COmZ97kKsJ,137151,Jumbotron Shit Poppin
