danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,id,duration_ms,names
0.78,0.857,-4.587,0.154,0.523,0.0,0.127,0.841,100.041,4PAorYYaRqwJpgIUGQTOnP,193829,Pop Corn e patatine
0.559,0.859,-2.229,0.334,0.00502,2.38e-06,0.306,0.403,159.939,578DGEab8eRAd9gj1jiua9,150098,Pop It
0.772,0.611,-7.379,0.174,0.073,8.93e-05,0.183,0.732,83.154,0gffIJd1VcWekSXslfUIf0,258418,Popular (Slowed) (with Playboi Carti & Madonna)
0.751,0.839,-9.817,0.0423,0.479,0.906,0.132,0.835,134.033,6G9LoGI5GP0m9FPYTBYKnE,221213,Popcorn - Microwave Mix
0.762,0.792,-6.444,0.128,0.212,2.26e-05,0.942,0.832,109.949,7KtVbdX7JJbzzhpm6t2APb,199160,POP SONG
0.876,0.74,-7.246,0.122,0.0584,0.127,0.0688,0.595,124.993,6QAgGdavQJaNsEcUrN6QDz,378998,Popcorn Beats - umami Remix
0.752,0.749,-5.623,0.329,0.108,0.0,0.066,0.403,140.012,26eibHIN0oV4AGuFCbTTm0,155387,MPR
0.65,0.778,-4.226,0.135,0.221,0.0,0.0695,0.599,141.847,0JhonNQL2ixH1JcsgEj4Hn,223120,War
0.761,0.923,-4.307,0.0596,0.0583,1.2e-05,0.53,0.903,133.998,0z6jg3tQu4TZcRkXNVEikz,223034,Popłyniemy
0.704,0.66,-6.906,0.0485,0.0501,0.0,0.168,0.828,159.972,2IBs3gDr6JDo8zDFrD8UgL,127504,Poppin'
0.504,0.711,-5.864,0.0452,0.0585,1.83e-05,0.382,0.5,134.824,3qGHAKgjQruzj6doKkyEb5,232933,Unlock it (Lock It) - feat. Kim Petras and Jay Park
0.549,0.824,-4.388,0.166,0.028,0.0,0.139,0.194,165.048,3BqzUoMXksxJZ0dqtPMiWo,230182,Popular Monster
0.718,0.675,-6.959,0.0911,0.532,0.0,0.125,0.389,145.056,4LaGu95Ui2s4vprSQYWUAZ,203586,Bout A Million (feat. 42 Dugg & 21 Savage)
0.288,0.352,-10.07,0.0311,0.81,0.828,0.29,0.0953,124.987,7bejbyAlDHnYU3jeEyYEK6,108307,Popelka - Myslivec - Motiv II.
0.872,0.737,-7.235,0.408,0.0993,0.0,0.221,0.282,125.995,3OwYYkWrCGzZkQm4kHk1kO,126968,Poppin
0.806,0.699,-5.791,0.291,0.508,0.0,0.106,0.459,94.616,5Gj7W57qceatN2d9LwckVZ,172732,Poppy
0.534,0.813,-5.902,0.406,0.0695,0.0,0.606,0.548,149.613,1kEp3Po9RUPm11N5ITOUWx,205133,Pop Bottles - Main
0.286,0.972,-8.564,0.0777,0.0392,1.15e-06,0.844,0.208,164.376,00nF4do6RyzzwvihHW9rcX,192600,Popstar - Live
0.656,0.635,-6.944,0.0526,0.0146,0.0,0.22,0.234,155.981,68syOccsCBslzvrB2kk5Yr,160000,Popa
0.689,0.807,-8.227,0.0587,0.00378,0.143,0.0475,0.661,127.993,77E5HxYG9xrLgYDJi8QtEW,351592,Over The Edge - Extended
0.913,0.449,-9.439,0.0794,0.183,1.23e-05,0.0861,0.0865,97.527,65NkUtHuWTLo7Z3oDHQ6qu,176065,Pop It
0.754,0.724,-7.282,0.103,0.539,0.0326,0.112,0.651,143.55,18bum1uNxoHQ8WwbOlMY9Z,146720,Armed N Dangerous - Charlie Sloth Freestyle
0.798,0.787,-4.196,0.133,0.227,1.47e-06,0.0678,0.881,160.979,0n05ZqxWxoUXtEQitumiuH,158012,Cik Pogodi
0.585,0.874,-7.405,0.0522,0.0541,0.00481,0.231,0.581,125.961,7vptsQ6y1CalDnx4hngiUN,235587,The Pop Kids
0.694,0.502,-7.004,0.166,0.785,0.000227,0.117,0.584,75.011,6K8YDOe6C2HgnMJNYhUOHE,246400,"popular girl, typical boy (feat. sleep.ing)"
0.869,0.56,-3.036,0.591,0.113,4.76e-05,0.0919,0.3,150.071,3MGgzQBgl3nnrqychGdTtw,161600,"Pop, Lock & Drop It"
0.629,0.853,-4.36,0.104,0.00189,0.0,0.34,0.373,78.033,2pwPtne9zCNTsyYZDLHxDf,320160,Poppin Bottles
0.659,0.611,-7.616,0.344,0.015,0.0,0.0915,0.385,164.021,7zlbWcAnL2pIGsGhRswUgK,147805,Pop Yo Shit
0.916,0.742,-12.44,0.188,0.000288,0.00498,0.0986,0.545,127.809,2PBTwMH2mzfLigdMyPzOcp,257640,Pop That P--sy
0.383,0.0664,-27.281,0.0369,0.986,0.899,0.0922,0.259,160.028,1KYe04kDLflLdoJ9kNBY2u,111000,golden hour (piano instrumental)
0.874,0.656,-6.478,0.091,0.585,0.0,0.251,0.561,134.022,6LUE5WlMgrpLouGxzJAUVv,179372,Run It Up (feat. Pop Smoke)
0.745,0.568,-8.332,0.164,0.000756,0.0,0.159,0.493,144.141,19UUPNx5jccGgQ2GCIZkww,263240,"Pop, Lock & Drop It"
0.854,0.674,-6.23,0.184,0.0517,8.53e-05,0.509,0.848,99.022,0Fa3VjqBTA8UfaEanTakea,215467,Popular - From The Idol Vol. 1 (Music from the HBO Original Series)
0.687,0.551,-6.299,0.229,0.184,0.0,0.159,0.558,162.121,6lLfpVMhkpcldW9tTY7dIN,180808,Pop a Pill
0.708,0.651,-11.238,0.0437,0.468,0.104,0.0522,0.944,149.988,4qmDpj7wkuw4cMHG2gABWK,179839,PoPiPo
0.908,0.455,-3.282,0.0746,0.00661,0.00217,0.25,0.763,131.059,5GUz1LkyUwjMxC5aC1H5zW,117252,Slut Pop
0.724,0.766,-12.28,0.0579,0.516,0.00959,0.409,0.642,100.611,5frTNUfeDGOHRo8Cc7ny9R,225227,Pop Life
0.67,0.607,-6.44,0.444,0.396,0.0,0.238,0.863,199.666,4bUe0OUcwdu85AMBkZzYFg,175677,Toni-Ann Singh (feat. Popcaan)
0.637,0.51,-10.325,0.0769,0.706,0.000343,0.416,0.699,155.209,5IXnJBbfGQ7T2L1kwkzmUG,175750,Popcorn & Giraffenkot
0.488,0.479,-10.255,0.0314,0.0932,0.201,0.119,0.371,134.956,4oiZ494M5fJgMhdqew0n8p,212075,Poppies
0.67,0.866,-3.803,0.2,0.0778,0.0,0.129,0.454,109.945,2mnx4umArCuQvPCxLuUpIn,157074,Feral Bliss
0.838,0.309,-12.898,0.878,0.695,0.0,0.068,0.455,99.071,5ck9P3yEwc8w2Z1oE0CRlz,215467,Popular (A Cappella) (with Playboi Carti & Madonna)
0.424,0.668,-5.823,0.0474,0.552,0.00343,0.217,0.526,93.292,3ViQ4FiB0dLVH6hb74xP5k,190850,Pop Impressions - Remastered
0.814,0.618,-5.614,0.0619,0.0386,3.34e-06,0.671,0.535,121.075,5L3ecxQnQ9qTBmnLQiwf0C,185221,K-POP
0.484,0.57,-9.39,0.225,0.742,0.0,0.272,0.544,137.663,4pODWAgFahA4V9nbWHzYgB,233520,Kapitel 18: Mary Poppins
0.644,0.847,-6.654,0.0376,0.000305,0.0223,0.149,0.214,124.979,3bnla8QwheGOI2AtfWOES1,172800,I Can’t Wait (feat. Poppy Baskcomb)
0.792,0.478,-6.366,0.321,0.0652,0.000865,0.0681,0.389,154.079,3cbTG4pF9ghkDDucJF8mCi,150418,Pop Anotha'
0.727,0.902,-3.117,0.174,0.0186,2.36e-06,0.182,0.426,109.835,5FLpPX4YlTNKyzWIDENHTL,162067,Poppa Large
0.392,0.937,-4.741,0.071,8.77e-05,0.0166,0.0473,0.519,121.823,2h9rdq8ftYaMJzND84z7qF,181213,Popstar
0.603,0.805,-5.067,0.26,0.00649,0.0,0.186,0.61,147.908,0Gv6sr4tFPkYDIuUVxOx7H,226720,Lighters Up (feat. Mavado & Popcaan)
0.93,0.529,-7.749,0.0493,0.0314,0.182,0.127,0.969,113.003,4Tv4XYCPCgb7lohtcQo1Vm,251360,Pop Muzak
0.726,0.645,-6.597,0.199,0.0184,0.0,0.11,0.424,143.995,6KNIe8LAtzhhVrCogamw56,186979,POP 2
0.47,0.65,-7.279,0.0319,0.00442,0.000143,0.329,0.67,100.279,5RtZRtjKkOg3QjeOdkJwte,289427,Popeye der Seemann
0.827,0.69,-6.961,0.344,0.0336,0.0,0.258,0.479,129.877,4agV8QIU9yK1Yyui4LIikE,184680,POPSMOKE DANCE
0.627,0.914,-7.494,0.0769,0.0627,0.0,0.147,0.627,91.891,24SUWisv2lYQiB3bVpE1sn,227840,Virtual Insanity
0.831,0.762,-5.656,0.207,0.0885,0.0,0.107,0.495,99.999,1JDhNQ0oOT7XpclZn3aQ8F,192000,West Coast Shit (feat. Tyga & Quavo)
0.648,0.689,-9.469,0.0297,0.0419,0.276,0.0861,0.247,120.031,7CBSIhVnz3t0smNUaGfrBh,246000,Pop The Low - Radio Edit
0.789,0.488,-9.093,0.227,0.179,7.94e-06,0.104,0.0644,133.114,23NWj2izXAJ4yL6Nah73wf,209453,Pop Style
0.713,0.6,-12.803,0.0453,0.138,0.105,0.226,0.911,146.033,4IHEOKSPSnPzjKxBktZ4J7,221427,Pop Goes The World
0.615,0.656,-5.661,0.0293,0.0128,7.67e-06,0.115,0.345,122.074,2BVBr2nf93k2cPJGU9DDeN,196258,Torn to Pieces
0.675,0.81,-4.844,0.299,0.232,3.7e-06,0.131,0.327,170.061,587D9YQamR3Wc7wqtsJe7k,206118,Popular
0.893,0.924,-4.172,0.0503,0.456,0.0,0.0565,0.971,139.99,6LWrMUjue1tLs2oXz0AdM8,101853,Popeye
0.682,0.482,-13.269,0.229,0.0774,4.16e-06,0.114,0.176,74.516,3kbrzxctvBqNkWyuv7qyKK,264277,Poppin (OG)
0.675,0.608,-6.934,0.103,0.336,0.0,0.11,0.728,99.865,3DMs7bahbQTnoxCjgP7qoK,184800,Demeanor (feat. Dua Lipa)
0.926,0.549,-6.63,0.0935,0.42,0.0399,0.298,0.666,123.044,2fvdQ1Uq04qE4RLN5zKBXS,280878,Disco Yes
0.684,0.62,-9.029,0.188,0.0541,0.0,0.142,0.773,159.893,1EG6y4KL5c0T5UAT41d7VH,156813,Popular Loner
0.525,0.358,-14.393,0.194,0.988,0.932,0.153,0.905,126.063,4WNc5zd5x4roY9REzl7Dus,60952,Popularity
0.29,0.0678,-12.796,0.0437,0.98,0.915,0.104,0.312,73.343,2TWUC3s938h9qtZO0bGf4Y,64865,Popular Jam
0.467,0.992,-3.205,0.145,0.0158,0.0,0.953,0.638,150.007,5ghOdH6CnAEfu8LaJriOwd,111234,ぽっぴっぽー -MIKU EXPO 2014 in INDONESIA Live-
0.711,0.62,-6.144,0.0371,0.0666,0.000194,0.0959,0.689,133.988,07Nz2EGhlf4YeBMW06DgoT,147060,POPPIN
0.504,0.973,-2.887,0.185,1.82e-05,0.0418,0.183,0.684,143.068,0ZeefLILl0MXQIE1Lm6mCh,234837,Waking Lions
0.659,0.729,-13.242,0.0372,0.941,0.923,0.0824,0.337,123.977,5DyQCLnI27HYUXgV2knFj4,85161,Pop Room
0.472,0.553,-7.917,0.344,0.471,0.0,0.276,0.578,99.874,7AdTyfK7fnvUYbUCGpWqUf,161120,Foreigner (feat. A Boogie Wit da Hoodie)
0.685,0.744,-3.687,0.187,0.201,1.74e-05,0.161,0.167,134.95,0PGRXJFSwpn5OAGFpEwiqK,135111,Remember (with Nigo)
0.694,0.889,-5.366,0.0467,0.244,0.886,0.162,0.175,112.515,1jzZ1mZrMQJWGChl9VheCW,147254,Voltage
0.778,0.796,-7.089,0.0419,0.441,1.32e-05,0.318,0.899,129.951,6ob1PhLPaYoDrEcLbWb4VR,287500,Popurri (Live)
0.764,0.618,-8.044,0.089,0.00444,0.889,0.097,0.551,99.007,6LRLy3SmtsPJaopCiavbme,215467,Popular (Instrumental) (with Playboi Carti & Madonna)
0.571,0.747,-4.659,0.17,0.478,0.0,0.116,0.635,106.253,27g5G3TW90FSm3YxclYpAs,259651,TWIST & TURN (feat. Drake & PARTYNEXTDOOR)
0.757,0.736,-5.294,0.139,0.284,3.44e-05,0.134,0.455,120.013,66jkTQje4DSEe72yG8HhKz,178571,Popłyniemy
0.782,0.431,-10.894,0.0379,0.0909,0.333,0.391,0.488,124.014,4GeVr3puzNmu2Ibe1h9Y1j,172334,Populäre Schlafzimmer Musik
0.703,0.991,-5.781,0.0453,0.158,0.723,0.315,0.924,132.026,58MXWKPCH2jlqEPTsUZxow,164778,Popcorn - Radio Mix
0.688,0.722,-5.915,0.0376,0.593,4.81e-06,0.184,0.921,144.006,53LjYUbwHKVBxyqsMYVLTG,189583,Poproszę więcej siebie
0.568,0.76,-6.455,0.275,0.0431,1.53e-05,0.18,0.481,100.042,6rb3wFQ66EWR7DcPG0oEE1,245241,We Caa Done (feat. Drake)
0.547,0.844,-5.294,0.0865,0.0066,2.32e-06,0.0604,0.666,175.814,78GQP9XBSqpEDlMoPAbUAJ,181113,P.O.P (Piece Of Peace) Pt. 1
0.812,0.617,-6.853,0.338,0.0895,3.29e-06,0.144,0.619,134.771,1jbXYNuBFgN0BiNRO2cGov,177778,What’s Crackin (feat. Takeoff)
0.447,0.393,-8.65,0.038,0.785,0.0,0.28,0.564,73.139,5JDcQAztvZTIkrWoZihgvC,220239,A Drop in the Ocean
0.684,0.459,-12.289,0.0518,0.664,0.00022,0.0673,0.548,83.969,2ydJMd8R9zyeBpE4wQv6rB,263333,Pop Art Blue
0.663,0.535,-9.777,0.0287,0.506,4.17e-06,0.372,0.763,86.994,1h7jRnsQA7KMW14n7ig3z9,201867,Pop-Song - Song Only
0.681,0.965,-4.09,0.0428,0.00864,0.842,0.091,0.678,130.01,0TMToArlJw30YiqIm4BZ35,222810,Popcorn (Enzo Margaglio Remix)
0.732,0.775,-5.504,0.0514,0.453,0.0,0.482,0.814,145.145,4uXmPyb5Lk6ETxnMTuvL1G,176240,Poppin' My Collar
0.838,0.624,-5.714,0.149,0.0736,0.0,0.134,0.763,95.519,22zclpvSR3E0IxSdbHRUNH,248533,Pop That Booty
0.687,0.689,-4.096,0.259,0.173,0.000481,0.523,0.821,71.555,7FWec1Je1DluKGUKZCwkq4,174547,Dreaming
0.714,0.75,-4.565,0.045,0.00982,0.000898,0.248,0.425,127.986,1vQOTeTQlZ5NWX2el2RmlG,208641,Pop Star - Chaeyoung Remix
0.604,0.468,-7.093,0.0545,0.505,0.00192,0.0681,0.695,84.886,6hQHOFxszCnn9Fsodazpcn,271216,Popo (How deep is our love?)
0.522,0.761,-6.884,0.0908,0.128,0.0,0.393,0.263,79.88,4jFMkISPswyUPyzosprQ0J,146045,Poppyflower
0.5,0.767,-4.105,0.403,0.161,9.95e-05,0.385,0.58,159.477,71d7LaAgPcNcUopu3OzmP7,202443,Make It Rain (feat. Rowdy Rebel)
0.613,0.694,-5.148,0.04,0.016,1.76e-05,0.352,0.513,126.012,2vQCT0NF7EYwtOCEw4ryH9,233132,Pop Punk Fuck Up
0.651,0.796,-5.303,0.0415,0.0108,0.000376,0.466,0.638,127.989,03oK265y87YNXHIQSOAWOp,186320,Love Is Gone
0.716,0.685,-5.407,0.169,0.312,0.0,0.224,0.791,114.002,6bBQmflDHD8a35PeZjw44J,153757,Popo
0.846,0.575,-7.823,0.0353,0.0725,0.0,0.0583,0.749,98.036,6jEpoHPMVryUcmLOJr5H2l,154286,Poppin'
0.836,0.626,-4.377,0.197,0.143,0.0,0.0657,0.654,142.989,1dnsojUNfvhiztcITLzruj,194680,Wolves (with NAV)
0.568,0.833,-5.026,0.0497,0.0036,0.000174,0.111,0.531,90.036,0wH55ChKuoZkmGhbIYtOI4,221499,All The Things She Said
0.282,0.929,-4.481,0.0566,0.000333,3.02e-05,0.0943,0.865,133.39,4jl5dlzPEnduDmxJafg9hy,171541,"Popcorn, Cola, Revolution"
0.624,0.942,-5.012,0.0413,0.00397,0.00407,0.383,0.964,127.995,1OnY7Qzz9mxRtBmGbCV0ls,227793,Warum hast Du nicht nein gesagt - Pop Mix
0.669,0.684,-3.544,0.0696,0.516,0.0,0.214,0.41,146.908,4wVuGccjXDNf9sWWVajkpk,117093,100k On A Coupe (feat. Calboy)
0.811,0.998,-7.031,0.0509,0.0263,0.896,0.411,0.777,137.996,7N11HyzA0kxa65hvChHNbT,203027,Popcorn - Radio Version
0.687,0.689,-9.216,0.0332,0.00538,0.422,0.103,0.41,120.016,2eKswQWWJDTIPEB0WqgHjr,328000,Pop The Low
0.834,0.831,-3.608,0.0577,0.0245,0.415,0.661,0.508,127.983,5opQl5poo2fV3ALdBeHavS,157061,Popcorn 2K18 - Radio Edit
0.59,0.695,-10.12,0.0377,0.51,0.241,0.653,0.868,117.503,7kkijB89vc5uGbG1WhUFZu,319720,Popcorn Andino
0.892,0.163,-17.052,0.081,0.734,0.0,0.107,0.675,84.002,5rxcTZWquL1kVEc10MnB50,120480,Pop That Shit
0.709,0.67,-6.231,0.102,0.0827,0.0,0.353,0.374,140.01,0ALSNWyzBWfQg2azF39vmv,223933,Armut treibt Jugendliche in die Popmusik
0.962,0.655,-11.117,0.0614,0.174,3.91e-06,0.0658,0.97,108.92,6HuDeaA8AD4yNgDeHM9aZU,199413,Pop Muzik
0.6,0.555,-6.038,0.132,0.358,1.53e-05,0.16,0.179,149.787,7K7bEVvrAhPVs1ml3dPvEe,249309,Schmeiß mein Leben auf den Müll
0.825,0.797,-7.707,0.0839,0.011,9.35e-05,0.0845,0.684,135.011,5wdSVIzu1SyJTAS6APGHti,241735,Pop Off
0.978,0.775,-5.975,0.0774,0.0111,1.71e-06,0.151,0.647,129.969,1uB8XTI9vgWZQQRC7xlw0X,192353,Pop That Trunk
0.783,0.8,-4.812,0.0355,0.00315,0.00457,0.101,0.741,125.972,3d7OZjPvBHXf5dS1ouvoFD,142976,Pop Major
0.848,0.536,-4.415,0.105,0.000235,0.015,0.44,0.624,111.964,3QcWzAQvI41KYheHtvsNoT,124286,XXX
0.912,0.466,-9.447,0.104,0.0266,0.0,0.0868,0.337,98.027,6g5xCfECr15h8OFjzQuSC6,140491,POP OUT
0.679,0.889,-7.27,0.0573,0.00428,0.888,0.134,0.927,100.024,5MR270mXJgFo6NSrsbxHNJ,68571,Pop That Beer
0.316,0.554,-7.41,0.031,0.139,0.0,0.0905,0.258,167.993,7ud9SNQVuj3xOZ7cppXFAi,209373,Welcome To My Life
0.759,0.879,-3.176,0.0425,0.25,0.0,0.236,0.96,127.044,3wnmZJTO8N6h16Zc7RfQoT,172640,Poppin'
0.691,0.465,-5.448,0.0344,0.548,0.000156,0.551,0.404,119.961,1rqhPRf919wPxlSSYq7eet,193095,Alles nur geliehen
0.736,0.91,-5.823,0.051,0.0328,0.00523,0.111,0.908,130.061,4B8zZBrTB5V7bPkAeYjsL7,213676,Popee - Zumba Version
0.507,0.827,-7.816,0.0881,0.00124,0.174,0.0927,0.663,133.097,3XHyFREVDVpOPZ5pIfY0is,125453,Popcorn
0.655,0.569,-6.77,0.122,0.329,1.02e-06,0.149,0.361,80.018,3XIiRlcc1bKUegBbJ17iVp,301414,POPSTAR
0.76,0.805,-4.459,0.155,0.184,0.0,0.313,0.614,122.016,2SRHNn97rMNVYdtmH1gmd5,136543,SIREN
0.751,0.559,-8.354,0.0578,0.000752,0.885,0.0918,0.972,133.009,1ETsp0TFf8fHK77ibwe1xw,393358,Father - Original
0.651,0.913,-4.986,0.0359,0.281,0.0,0.362,0.0841,126.033,33PD9UXe0pfkXQtg3Ily5y,141015,Me Papa Que É Pop (Slowed)
0.629,0.441,-4.614,0.126,0.0339,0.0,0.234,0.782,78.177,6hDBkm6B8HF9B4oATW28YN,182000,Pop Virus
0.502,0.358,-11.387,0.0443,0.248,0.0202,0.336,0.231,134.997,2vANMWFkoD4cczHY1kBcig,182600,poptarts 1982
0.715,0.775,-4.432,0.0786,0.27,0.0,0.137,0.789,160.874,1XnKlgdyMTYI4h8wQ6m2q6,149068,Miki Miki
0.719,0.949,-6.288,0.0345,0.004,0.857,0.0791,0.861,130.007,7AtoMmLJREWLdN30gOBRn6,254733,Pop Corn
0.621,0.923,-3.124,0.0321,0.00645,7.28e-05,0.108,0.716,127.973,4LiJE6pqgsTX3FtukW6bNh,256213,Release Me
0.484,0.678,-9.616,0.0331,0.608,0.00996,0.128,0.895,134.649,7cIyH8y7A7QdSNm8XQqfKJ,709756,Popurri 01: La Vecina / Guayabo Zarandiao / El Gabancito / Tu Alma Y La Mia / Tierra Negra / De Moda Que Si / Mi Sombrero
0.869,0.609,-9.037,0.0909,0.0773,0.0139,0.0967,0.616,119.997,6x8yR6bVkvmYRdqSbxdxKF,136072,Pop Dat
0.707,0.746,-7.59,0.315,0.129,0.0,0.575,0.758,92.407,5JnfZUiS7GdCLrr8Qem6Gs,98710,Pop Ya Shit
0.708,0.721,-5.96,0.231,0.171,4.57e-05,0.407,0.653,160.061,5qEzURrIp2mJbfgBXNnQeD,159787,Pops
0.341,0.0526,-27.232,0.0422,0.953,0.902,0.0614,0.753,97.433,3l7RB2XC5yQlQtxIGEG9c7,145237,Evolution
0.707,0.763,-10.648,0.0339,0.46,0.0,0.248,0.838,119.592,2VteN3AhnwD0hXNZIf32Hz,218800,Popular Girl
0.768,0.699,-5.175,0.0487,0.263,5.04e-05,0.126,0.893,138.983,6C2xaC4vv2eRwLqcy564vw,188502,popstar
0.768,0.743,-6.123,0.151,0.124,0.0,0.309,0.807,149.005,3JnaRKReO6TFGEdhggFWZG,176191,Feel the POP
0.608,0.679,-10.808,0.0314,0.0023,0.00048,0.0591,0.961,128.024,0f7lwf8ahLohUsaMW8GZIO,184933,Pop Song 89 - Remastered 2013
0.61,0.431,-6.73,0.294,0.03,0.0,0.099,0.463,136.878,5lrOsw7J8R7shum7A4j36t,215973,Pop Champagne (feat. Juelz Santana) - Explicit Album Version
0.67,0.365,-10.435,0.0407,0.0591,0.881,0.0999,0.0563,149.947,5fxX1ozdLMr4BHX8n5nLnx,128000,Pop Crush
0.488,0.853,-4.097,0.075,0.0555,0.0,0.277,0.23,169.888,4TjBCWOL6jU8QWrUl5403S,231205,Popular Monster
0.634,0.556,-9.959,0.473,0.399,0.0,0.156,0.575,69.041,5Xi0Jn1VRoKQ4GN4NjFSyF,146991,Popular Loner
0.657,0.597,-9.919,0.168,0.12,0.0,0.477,0.486,89.606,2fHFLyzAQYlguX5q0DfKlD,213622,I Know There's Gonna Be (Good Times)
0.581,0.816,-5.399,0.354,0.177,1.23e-05,0.415,0.8,141.84,5R9k9x85lAYbamdUoKAJvj,230387,Dior (with Gunna) - Remix
0.755,0.904,-5.526,0.0596,0.0259,0.0,0.0934,0.716,126.003,30ZJ5IAhFjJb6O9kqPkCwl,142857,Pop That Booty
0.541,0.739,-11.57,0.883,0.766,0.0,0.623,0.597,69.841,3O3azWFMSxyLjG6eIMnSom,113733,012 - Popstar in Not - Teil 02
0.808,0.805,-5.735,0.105,0.0402,2.31e-05,0.0793,0.935,123.983,2om4xYPsBeNr5WiIIfpqAT,174194,Pop To It
0.672,0.837,-4.881,0.0421,0.00175,0.0,0.0553,0.976,139.962,6z0UypM5E2mX96zSO9qkg4,129645,Popshop!
0.798,0.779,-4.651,0.0668,0.00255,0.079,0.0797,0.755,114.004,6rGIDJCZK6insoRwKjwsUp,244748,Popcorn Funk
0.493,0.567,-12.746,0.312,0.349,0.0,0.109,0.787,129.844,2JqrN4vEuPjcSzQLCL8TCM,112692,Pop Shit / Xtra
0.208,0.943,-6.803,0.121,0.000239,0.27,0.0594,0.13,169.633,7nintSHPcKjyFkNH79PFd5,273023,Poppy
0.954,0.828,-7.593,0.207,0.0139,0.0459,0.129,0.74,128.045,2QRGNzgsQVSHCKA3TqH23N,217500,Pop That
0.691,0.0295,-24.689,0.0538,0.995,0.952,0.139,0.449,78.024,7gWgCSUBP2dDCt3viFCggG,57692,Pop Goes the Weasel
0.887,0.572,-5.838,0.127,0.229,0.0,0.0764,0.706,140.03,0a8EGtC7rANxO6sHx088Kr,64547,Pop Smoke
0.711,0.765,-4.85,0.263,0.297,0.0,0.282,0.47,98.627,1LpjlPR8Gv52B04UQNLZAw,150587,Finest Girl (Bin Laden Song)
0.497,0.844,-6.392,0.118,0.000728,0.000111,0.111,0.386,158.305,1pTnsqaaWLUqbK6JWG7Kfk,121346,poppin' bottles
0.412,0.926,-6.357,0.0317,7.21e-05,0.647,0.636,0.206,144.023,6oSMQcJKowPVrvNOq8OlFu,138014,POP OUT
0.621,0.958,-2.669,0.138,0.212,0.278,0.163,0.651,81.022,07RwqVjHUZIdgvxQa1R85j,157160,Pop Goes The Weapon
0.882,0.86,-3.466,0.138,0.0822,0.0,0.196,0.954,134.956,7IfFTjdxHvD5stqi7tPFDR,146750,Suze u klubu
0.61,0.611,-5.982,0.407,0.399,0.0,0.203,0.555,120.462,7knEYd7b0UcbjgChHX7QBq,190840,Like Me (with PnB Rock)
0.814,0.267,-19.915,0.0472,0.788,0.89,0.111,0.97,130.021,322ZRYBGi6pFPI60JaHFJ1,133695,Wherever
0.843,0.668,-6.673,0.0321,0.00761,0.0205,0.142,0.688,112.989,1AZ2RtwYAr2enSPHHgvFSj,234760,Pop Muzak
0.677,0.733,-6.099,0.137,0.514,0.0,0.11,0.637,96.079,5TOS7olqw7drGlQ5kevpjr,222500,Popolari
0.655,0.567,-12.586,0.131,0.628,0.428,0.0639,0.268,78.013,3pCPt1EQq92K0U7TzEwk8e,172308,poppy
0.756,0.586,-5.038,0.148,0.0393,1.82e-05,0.138,0.564,150.02,6sMFlKl1Av8INyLtFU4Byy,213602,Pop It
0.628,0.581,-8.377,0.188,0.46,0.0,0.152,0.259,145.396,2wzionesqIt3x5Sglb4n91,120828,More Time
0.791,0.795,-4.792,0.146,0.319,0.186,0.0864,0.776,108.003,3qzSfoByowr6tDfd08b0T0,155277,She Feelin Nice (feat. Jamie Foxx)
0.669,0.754,-7.536,0.115,0.0409,0.0,0.12,0.839,154.273,0PMEqFcWnJmlQM2ndlIFlj,136867,Popcorn
0.569,0.00681,-33.279,0.0598,0.986,0.968,0.113,0.255,66.878,6w4b8ujLuTl41m0jRyp2CI,97500,"Tuppence A Bag (From ""Mary Poppins"")"
0.475,0.904,-6.592,0.0485,0.0272,2.16e-06,0.133,0.6,84.528,1zUkcBJHnaISdcghHbwOdO,233880,Sinoć Sam Pola Kafane Popio
0.503,0.963,-4.694,0.217,0.00406,0.0,0.0664,0.543,152.524,0kyQpwnXEPeOUtAsWXrwMd,184933,"Pop Shuvit (Hall of Meat, Duh)"
0.588,0.749,-7.621,0.035,0.0264,0.0,0.139,0.248,129.959,5bJ3imTI0ErWNsFWEgi5F8,208027,Baby When the Light (feat. Cozi)
0.489,0.938,-1.68,0.112,0.00503,0.0104,0.297,0.462,175.136,25IVGKTT6Z1XkShh18wWw0,234926,Popular - Friction Remix
0.332,0.221,-10.883,0.0331,0.613,0.000367,0.065,0.0897,118.652,6HRyN9Arw5Do02rguIvtzd,250360,Popelka A Jurášek - Příjezd Královského Průvodu - Motiv I.
0.628,0.945,-4.81,0.0407,0.00302,0.00195,0.372,0.965,128.011,2jMBfQpqT76M1iMiXgNZZ3,229520,Warum hast Du nicht nein gesagt - Pop Mix
0.788,0.782,-7.524,0.0522,0.178,5.45e-05,0.0568,0.858,113.995,7sHiwbj22Z2LkC6xmDBBz0,212693,Popstar
0.743,0.663,-4.857,0.269,0.209,0.0,0.088,0.76,144.012,2CqZzDCqHSOgHi5JB8Lrox,153333,Mama nemoj pitati
0.641,0.581,-9.157,0.493,0.588,0.0,0.0887,0.555,125.153,7Eb5AWWwaTIJnxhjsAGN92,184320,One Pop
0.716,0.718,-8.215,0.201,0.159,0.00037,0.105,0.682,110.878,3wVXizHKFu4l0OaaDg5HN6,160144,POPO 030
0.719,0.347,-14.707,0.065,0.058,0.00126,0.12,0.961,123.396,449DFUJKZlzSO684XlVjEn,260600,Psycho Killer
